id,label,text_a,text_b
3751,None,location - 1 - transit location,this is a back street of location - 2 and the beginning of location - 1
3752,Positive,location - 1 - general,"lol i live there , and location - 1 is an awesome neighborhood"
3753,None,location - 1 - price,"lol i live there , and location - 1 is an awesome neighborhood"
3754,None,location - 1 - safety,"lol i live there , and location - 1 is an awesome neighborhood"
3755,None,location - 1 - transit location,"lol i live there , and location - 1 is an awesome neighborhood"
3756,None,location - 1 - general,location - 1 aswell
3757,None,location - 1 - price,location - 1 aswell
3758,None,location - 1 - safety,location - 1 aswell
3759,None,location - 1 - transit location,location - 1 aswell
3760,None,location - 1 - general,the location - 1 one-way system took a bit of practise
3761,None,location - 1 - price,the location - 1 one-way system took a bit of practise
3762,None,location - 1 - safety,the location - 1 one-way system took a bit of practise
3763,None,location - 1 - transit location,the location - 1 one-way system took a bit of practise
3764,Positive,location - 1 - general,you can also try location - 1 in n london
3765,None,location - 1 - price,you can also try location - 1 in n london
3766,None,location - 1 - safety,you can also try location - 1 in n london
3767,None,location - 1 - transit location,you can also try location - 1 in n london
3768,None,location - 1 - general,"i also live in location - 2 myself , not that far from location - 1 in fact"
3769,None,location - 1 - price,"i also live in location - 2 myself , not that far from location - 1 in fact"
3770,None,location - 1 - safety,"i also live in location - 2 myself , not that far from location - 1 in fact"
3771,None,location - 1 - transit location,"i also live in location - 2 myself , not that far from location - 1 in fact"
3772,None,location - 1 - general,location - 1 has a pretty bad reputation but location - 1 east is quite nice compared to the rest of it : )
3773,None,location - 1 - price,location - 1 has a pretty bad reputation but location - 1 east is quite nice compared to the rest of it : )
3774,None,location - 1 - safety,location - 1 has a pretty bad reputation but location - 1 east is quite nice compared to the rest of it : )
3775,None,location - 1 - transit location,location - 1 has a pretty bad reputation but location - 1 east is quite nice compared to the rest of it : )
3776,None,location - 1 - general,"when the location - 1 was being re-developed , old wharves and warehouses were transformed into luxury apartments priced at 1million and such like"
3777,Negative,location - 1 - price,"when the location - 1 was being re-developed , old wharves and warehouses were transformed into luxury apartments priced at 1million and such like"
3778,None,location - 1 - safety,"when the location - 1 was being re-developed , old wharves and warehouses were transformed into luxury apartments priced at 1million and such like"
3779,None,location - 1 - transit location,"when the location - 1 was being re-developed , old wharves and warehouses were transformed into luxury apartments priced at 1million and such like"
3780,None,location - 1 - general,"okay , the problem i have is as follows : my boyfriend has just secured an accountancy job after having graduated , down south ( in location - 1 essex )"
3781,None,location - 1 - price,"okay , the problem i have is as follows : my boyfriend has just secured an accountancy job after having graduated , down south ( in location - 1 essex )"
3782,None,location - 1 - safety,"okay , the problem i have is as follows : my boyfriend has just secured an accountancy job after having graduated , down south ( in location - 1 essex )"
3783,None,location - 1 - transit location,"okay , the problem i have is as follows : my boyfriend has just secured an accountancy job after having graduated , down south ( in location - 1 essex )"
3784,None,location - 1 - general,location - 1 is regarded as a posh area
3785,Negative,location - 1 - price,location - 1 is regarded as a posh area
3786,None,location - 1 - safety,location - 1 is regarded as a posh area
3787,None,location - 1 - transit location,location - 1 is regarded as a posh area
3788,None,location - 1 - general,location - 1 is certainly safer than it was even a couple of years ago
3789,None,location - 1 - price,location - 1 is certainly safer than it was even a couple of years ago
3790,Positive,location - 1 - safety,location - 1 is certainly safer than it was even a couple of years ago
3791,None,location - 1 - transit location,location - 1 is certainly safer than it was even a couple of years ago
3792,None,location - 1 - general,location - 2 residents vote for a london mayor are served by the metropolitan police so surely it ' s location - 1
3793,None,location - 1 - price,location - 2 residents vote for a london mayor are served by the metropolitan police so surely it ' s location - 1
3794,None,location - 1 - safety,location - 2 residents vote for a london mayor are served by the metropolitan police so surely it ' s location - 1
3795,None,location - 1 - transit location,location - 2 residents vote for a london mayor are served by the metropolitan police so surely it ' s location - 1
3796,Negative,location - 1 - general,no area in location - 1 is nice
3797,None,location - 1 - price,no area in location - 1 is nice
3798,None,location - 1 - safety,no area in location - 1 is nice
3799,None,location - 1 - transit location,no area in location - 1 is nice
3800,None,location - 1 - general,the best rock/metal late bar is the intrepid fox near location - 1 tube station
3801,None,location - 1 - price,the best rock/metal late bar is the intrepid fox near location - 1 tube station
3802,None,location - 1 - safety,the best rock/metal late bar is the intrepid fox near location - 1 tube station
3803,None,location - 1 - transit location,the best rock/metal late bar is the intrepid fox near location - 1 tube station
3804,None,location - 1 - general,location - 2 and the location - 1 has gone the same
3805,None,location - 1 - price,location - 2 and the location - 1 has gone the same
3806,None,location - 1 - safety,location - 2 and the location - 1 has gone the same
3807,None,location - 1 - transit location,location - 2 and the location - 1 has gone the same
3808,None,location - 1 - general,"i ' ve been offered a job in location - 1 ( location - 2 ) and am looking for somewhere to live , i ' ve found loads of accomodation within my price range"
3809,None,location - 1 - price,"i ' ve been offered a job in location - 1 ( location - 2 ) and am looking for somewhere to live , i ' ve found loads of accomodation within my price range"
3810,None,location - 1 - safety,"i ' ve been offered a job in location - 1 ( location - 2 ) and am looking for somewhere to live , i ' ve found loads of accomodation within my price range"
3811,None,location - 1 - transit location,"i ' ve been offered a job in location - 1 ( location - 2 ) and am looking for somewhere to live , i ' ve found loads of accomodation within my price range"
3812,Positive,location - 1 - general,i heard location - 1 is cool
3813,None,location - 1 - price,i heard location - 1 is cool
3814,None,location - 1 - safety,i heard location - 1 is cool
3815,None,location - 1 - transit location,i heard location - 1 is cool
3816,None,location - 1 - general,"location - 1 ( sw4 ) has a very good range of restaurants , 3 tube stations , good rail and bus links and lots of pubs"
3817,None,location - 1 - price,"location - 1 ( sw4 ) has a very good range of restaurants , 3 tube stations , good rail and bus links and lots of pubs"
3818,None,location - 1 - safety,"location - 1 ( sw4 ) has a very good range of restaurants , 3 tube stations , good rail and bus links and lots of pubs"
3819,Positive,location - 1 - transit location,"location - 1 ( sw4 ) has a very good range of restaurants , 3 tube stations , good rail and bus links and lots of pubs"
3820,None,location - 1 - general,"yeah , location - 1 , south london :0 ) ( ` v )"
3821,None,location - 1 - price,"yeah , location - 1 , south london :0 ) ( ` v )"
3822,None,location - 1 - safety,"yeah , location - 1 , south london :0 ) ( ` v )"
3823,None,location - 1 - transit location,"yeah , location - 1 , south london :0 ) ( ` v )"
3824,Positive,location - 1 - general,if you must live in london i would suggest location - 1 - it has far more life and
3825,None,location - 1 - price,if you must live in london i would suggest location - 1 - it has far more life and
3826,None,location - 1 - safety,if you must live in london i would suggest location - 1 - it has far more life and
3827,None,location - 1 - transit location,if you must live in london i would suggest location - 1 - it has far more life and
3828,None,location - 1 - general,"from the map you can see that location - 1 is the most `` dangerous `` borough , even though this contains the major tourist attractions of buckingham palace , the houses of parliament and the famous shopping roads of oxford and regents streets"
3829,None,location - 1 - price,"from the map you can see that location - 1 is the most `` dangerous `` borough , even though this contains the major tourist attractions of buckingham palace , the houses of parliament and the famous shopping roads of oxford and regents streets"
3830,Negative,location - 1 - safety,"from the map you can see that location - 1 is the most `` dangerous `` borough , even though this contains the major tourist attractions of buckingham palace , the houses of parliament and the famous shopping roads of oxford and regents streets"
3831,None,location - 1 - transit location,"from the map you can see that location - 1 is the most `` dangerous `` borough , even though this contains the major tourist attractions of buckingham palace , the houses of parliament and the famous shopping roads of oxford and regents streets"
3832,None,location - 1 - general,"the convenience part is likely also true for the location - 1 location , but if you are living alone i would not feel as comfortable"
3833,None,location - 1 - price,"the convenience part is likely also true for the location - 1 location , but if you are living alone i would not feel as comfortable"
3834,Negative,location - 1 - safety,"the convenience part is likely also true for the location - 1 location , but if you are living alone i would not feel as comfortable"
3835,Positive,location - 1 - transit location,"the convenience part is likely also true for the location - 1 location , but if you are living alone i would not feel as comfortable"
3836,Positive,location - 1 - general,"i would recommend a suburb called location - 1 , as it has a thames link line and a large underground station making transport very convenient"
3837,None,location - 1 - price,"i would recommend a suburb called location - 1 , as it has a thames link line and a large underground station making transport very convenient"
3838,None,location - 1 - safety,"i would recommend a suburb called location - 1 , as it has a thames link line and a large underground station making transport very convenient"
3839,Positive,location - 1 - transit location,"i would recommend a suburb called location - 1 , as it has a thames link line and a large underground station making transport very convenient"
3840,Positive,location - 1 - general,but i think location - 1 is a good bet
3841,None,location - 1 - price,but i think location - 1 is a good bet
3842,None,location - 1 - safety,but i think location - 1 is a good bet
3843,None,location - 1 - transit location,but i think location - 1 is a good bet
3844,None,location - 1 - general,"the sirens sounded like they were going along location - 1 road , and towards archway , but i ' m not entirely sure"
3845,None,location - 1 - price,"the sirens sounded like they were going along location - 1 road , and towards archway , but i ' m not entirely sure"
3846,None,location - 1 - safety,"the sirens sounded like they were going along location - 1 road , and towards archway , but i ' m not entirely sure"
3847,None,location - 1 - transit location,"the sirens sounded like they were going along location - 1 road , and towards archway , but i ' m not entirely sure"
3848,None,location - 1 - general,location - 1 is also rather more cosmopolitan
3849,None,location - 1 - price,location - 1 is also rather more cosmopolitan
3850,None,location - 1 - safety,location - 1 is also rather more cosmopolitan
3851,None,location - 1 - transit location,location - 1 is also rather more cosmopolitan
3852,None,location - 1 - general,london is a long way from location - 1 i ' m afraid
3853,None,location - 1 - price,london is a long way from location - 1 i ' m afraid
3854,None,location - 1 - safety,london is a long way from location - 1 i ' m afraid
3855,Negative,location - 1 - transit location,london is a long way from location - 1 i ' m afraid
3856,None,location - 1 - general,even location - 1
3857,None,location - 1 - price,even location - 1
3858,None,location - 1 - safety,even location - 1
3859,None,location - 1 - transit location,even location - 1
3860,None,location - 1 - general,location - 1 is only the 10th safest london borough
3861,None,location - 1 - price,location - 1 is only the 10th safest london borough
3862,Negative,location - 1 - safety,location - 1 is only the 10th safest london borough
3863,None,location - 1 - transit location,location - 1 is only the 10th safest london borough
3864,None,location - 1 - general,"west london ( location - 1 , location - 2 ) is the general ' richer '  part , which is still white ( i ' m not racist , you will understand in a second ) - there people are tolerant and very open to everything"
3865,None,location - 1 - price,"west london ( location - 1 , location - 2 ) is the general ' richer '  part , which is still white ( i ' m not racist , you will understand in a second ) - there people are tolerant and very open to everything"
3866,None,location - 1 - safety,"west london ( location - 1 , location - 2 ) is the general ' richer '  part , which is still white ( i ' m not racist , you will understand in a second ) - there people are tolerant and very open to everything"
3867,None,location - 1 - transit location,"west london ( location - 1 , location - 2 ) is the general ' richer '  part , which is still white ( i ' m not racist , you will understand in a second ) - there people are tolerant and very open to everything"
3868,None,location - 1 - general,location - 1 has a good market and vibrant afro/caribbean community
3869,None,location - 1 - price,location - 1 has a good market and vibrant afro/caribbean community
3870,None,location - 1 - safety,location - 1 has a good market and vibrant afro/caribbean community
3871,None,location - 1 - transit location,location - 1 has a good market and vibrant afro/caribbean community
3872,None,location - 1 - general,thank you in advance for your help location - 1 is more expensive than location - 1
3873,Negative,location - 1 - price,thank you in advance for your help location - 1 is more expensive than location - 1
3874,None,location - 1 - safety,thank you in advance for your help location - 1 is more expensive than location - 1
3875,None,location - 1 - transit location,thank you in advance for your help location - 1 is more expensive than location - 1
3876,Positive,location - 1 - general,location - 1 is very nice
3877,None,location - 1 - price,location - 1 is very nice
3878,None,location - 1 - safety,location - 1 is very nice
3879,None,location - 1 - transit location,location - 1 is very nice
3880,None,location - 1 - general,"freddie davies the comedian and actor was born in location - 1 in 1937 . david bowie was born in stansfield road , location - 1"
3881,None,location - 1 - price,"freddie davies the comedian and actor was born in location - 1 in 1937 . david bowie was born in stansfield road , location - 1"
3882,None,location - 1 - safety,"freddie davies the comedian and actor was born in location - 1 in 1937 . david bowie was born in stansfield road , location - 1"
3883,None,location - 1 - transit location,"freddie davies the comedian and actor was born in location - 1 in 1937 . david bowie was born in stansfield road , location - 1"
3884,None,location - 1 - general,"go more toward location - 1 and things get a bit dodgier , but still hardly terrible"
3885,None,location - 1 - price,"go more toward location - 1 and things get a bit dodgier , but still hardly terrible"
3886,None,location - 1 - safety,"go more toward location - 1 and things get a bit dodgier , but still hardly terrible"
3887,None,location - 1 - transit location,"go more toward location - 1 and things get a bit dodgier , but still hardly terrible"
3888,None,location - 1 - general,i do n't want to live right in location - 2 maaaaaaaaan i used to live in location - 1 and well i must say i luved it there
3889,None,location - 1 - price,i do n't want to live right in location - 2 maaaaaaaaan i used to live in location - 1 and well i must say i luved it there
3890,None,location - 1 - safety,i do n't want to live right in location - 2 maaaaaaaaan i used to live in location - 1 and well i must say i luved it there
3891,None,location - 1 - transit location,i do n't want to live right in location - 2 maaaaaaaaan i used to live in location - 1 and well i must say i luved it there
3892,Positive,location - 1 - general,"location - 1 is one of the most desirable places to live in the whole of the world , beautiful area , 10 mins to location - 2"
3893,None,location - 1 - price,"location - 1 is one of the most desirable places to live in the whole of the world , beautiful area , 10 mins to location - 2"
3894,None,location - 1 - safety,"location - 1 is one of the most desirable places to live in the whole of the world , beautiful area , 10 mins to location - 2"
3895,None,location - 1 - transit location,"location - 1 is one of the most desirable places to live in the whole of the world , beautiful area , 10 mins to location - 2"
3896,None,location - 1 - general,"location - 1 rocks as a studenty place to live , but it ' s a very goth/alternative/drug kinda area"
3897,None,location - 1 - price,"location - 1 rocks as a studenty place to live , but it ' s a very goth/alternative/drug kinda area"
3898,Negative,location - 1 - safety,"location - 1 rocks as a studenty place to live , but it ' s a very goth/alternative/drug kinda area"
3899,None,location - 1 - transit location,"location - 1 rocks as a studenty place to live , but it ' s a very goth/alternative/drug kinda area"
3900,None,location - 1 - general,you have to be mega-rich to live in location - 1
3901,Negative,location - 1 - price,you have to be mega-rich to live in location - 1
3902,None,location - 1 - safety,you have to be mega-rich to live in location - 1
3903,None,location - 1 - transit location,you have to be mega-rich to live in location - 1
3904,None,location - 1 - general,on the amount mentioned above is it possible to live in central london ( near location - 1 station as i need to access the location - 2 express )
3905,None,location - 1 - price,on the amount mentioned above is it possible to live in central london ( near location - 1 station as i need to access the location - 2 express )
3906,None,location - 1 - safety,on the amount mentioned above is it possible to live in central london ( near location - 1 station as i need to access the location - 2 express )
3907,None,location - 1 - transit location,on the amount mentioned above is it possible to live in central london ( near location - 1 station as i need to access the location - 2 express )
3908,None,location - 1 - general,location - 1 is the most central of all these boroughs the ` london '  is a small part ( about a mile square ) of greater london ( greater london being around 600 square miles around central london
3909,None,location - 1 - price,location - 1 is the most central of all these boroughs the ` london '  is a small part ( about a mile square ) of greater london ( greater london being around 600 square miles around central london
3910,None,location - 1 - safety,location - 1 is the most central of all these boroughs the ` london '  is a small part ( about a mile square ) of greater london ( greater london being around 600 square miles around central london
3911,Positive,location - 1 - transit location,location - 1 is the most central of all these boroughs the ` london '  is a small part ( about a mile square ) of greater london ( greater london being around 600 square miles around central london
3912,None,location - 1 - general,you mentioned location - 1
3913,None,location - 1 - price,you mentioned location - 1
3914,None,location - 1 - safety,you mentioned location - 1
3915,None,location - 1 - transit location,you mentioned location - 1
3916,None,location - 1 - general,"my hometown is location - 1 , in sw london"
3917,None,location - 1 - price,"my hometown is location - 1 , in sw london"
3918,None,location - 1 - safety,"my hometown is location - 1 , in sw london"
3919,None,location - 1 - transit location,"my hometown is location - 1 , in sw london"
3920,None,location - 1 - general,"i live in location - 1 n it ' s crazy crime guns , knives , hoodies , chavs"
3921,None,location - 1 - price,"i live in location - 1 n it ' s crazy crime guns , knives , hoodies , chavs"
3922,Negative,location - 1 - safety,"i live in location - 1 n it ' s crazy crime guns , knives , hoodies , chavs"
3923,None,location - 1 - transit location,"i live in location - 1 n it ' s crazy crime guns , knives , hoodies , chavs"
3924,None,location - 1 - general,location - 1 station is the dead centre
3925,None,location - 1 - price,location - 1 station is the dead centre
3926,None,location - 1 - safety,location - 1 station is the dead centre
3927,Positive,location - 1 - transit location,location - 1 station is the dead centre
3928,Positive,location - 1 - general,"location - 1 is inbetween , its nice because its close to the thames , and very central"
3929,None,location - 1 - price,"location - 1 is inbetween , its nice because its close to the thames , and very central"
3930,None,location - 1 - safety,"location - 1 is inbetween , its nice because its close to the thames , and very central"
3931,Positive,location - 1 - transit location,"location - 1 is inbetween , its nice because its close to the thames , and very central"
3932,None,location - 1 - general,it ' s also got very good links to location - 1 and the london
3933,None,location - 1 - price,it ' s also got very good links to location - 1 and the london
3934,None,location - 1 - safety,it ' s also got very good links to location - 1 and the london
3935,None,location - 1 - transit location,it ' s also got very good links to location - 1 and the london
3936,None,location - 1 - general,if your poor you cant live in location - 1 without paying a hell of a lot for one tiny bedroom
3937,Negative,location - 1 - price,if your poor you cant live in location - 1 without paying a hell of a lot for one tiny bedroom
3938,None,location - 1 - safety,if your poor you cant live in location - 1 without paying a hell of a lot for one tiny bedroom
3939,None,location - 1 - transit location,if your poor you cant live in location - 1 without paying a hell of a lot for one tiny bedroom
3940,None,location - 1 - general,"my hometown is location - 1 , in sw london literally a walk into location - 1"
3941,None,location - 1 - price,"my hometown is location - 1 , in sw london literally a walk into location - 1"
3942,None,location - 1 - safety,"my hometown is location - 1 , in sw london literally a walk into location - 1"
3943,Positive,location - 1 - transit location,"my hometown is location - 1 , in sw london literally a walk into location - 1"
3944,None,location - 1 - general,"once you have arrived at location - 1 high street station , walk northbound along location - 1 high street"
3945,None,location - 1 - price,"once you have arrived at location - 1 high street station , walk northbound along location - 1 high street"
3946,None,location - 1 - safety,"once you have arrived at location - 1 high street station , walk northbound along location - 1 high street"
3947,None,location - 1 - transit location,"once you have arrived at location - 1 high street station , walk northbound along location - 1 high street"
3948,None,location - 1 - general,it ' s in location - 1
3949,None,location - 1 - price,it ' s in location - 1
3950,None,location - 1 - safety,it ' s in location - 1
3951,None,location - 1 - transit location,it ' s in location - 1
3952,None,location - 1 - general,"hi , i have been based in a apartment by location - 1 for a few months no trouble convenient location"
3953,None,location - 1 - price,"hi , i have been based in a apartment by location - 1 for a few months no trouble convenient location"
3954,Positive,location - 1 - safety,"hi , i have been based in a apartment by location - 1 for a few months no trouble convenient location"
3955,Positive,location - 1 - transit location,"hi , i have been based in a apartment by location - 1 for a few months no trouble convenient location"
3956,None,location - 1 - general,"hey i ' m from location - 1 and i ' ve lived here all my life , i ' m 18 years old"
3957,None,location - 1 - price,"hey i ' m from location - 1 and i ' ve lived here all my life , i ' m 18 years old"
3958,None,location - 1 - safety,"hey i ' m from location - 1 and i ' ve lived here all my life , i ' m 18 years old"
3959,None,location - 1 - transit location,"hey i ' m from location - 1 and i ' ve lived here all my life , i ' m 18 years old"
3960,None,location - 1 - general,"location - 1 is safe , you will hear noisy drunks at 1 am anywhere"
3961,None,location - 1 - price,"location - 1 is safe , you will hear noisy drunks at 1 am anywhere"
3962,Positive,location - 1 - safety,"location - 1 is safe , you will hear noisy drunks at 1 am anywhere"
3963,None,location - 1 - transit location,"location - 1 is safe , you will hear noisy drunks at 1 am anywhere"
3964,Positive,location - 1 - general,location - 1 is also nice but has worse travel connections
3965,None,location - 1 - price,location - 1 is also nice but has worse travel connections
3966,None,location - 1 - safety,location - 1 is also nice but has worse travel connections
3967,Negative,location - 1 - transit location,location - 1 is also nice but has worse travel connections
3968,None,location - 1 - general,"perhaps in your research you also need to investigate how you get into the uk legally - your choices are either a work visa , which means you have to secure a job before you even set foot in the uk or if you have parent ( in a limited number of cases a grandparent ) who is a citizen of an eu member state you may be able to claim citizenship of that country which means you would n't require a visa probably location - 1"
3969,None,location - 1 - price,"perhaps in your research you also need to investigate how you get into the uk legally - your choices are either a work visa , which means you have to secure a job before you even set foot in the uk or if you have parent ( in a limited number of cases a grandparent ) who is a citizen of an eu member state you may be able to claim citizenship of that country which means you would n't require a visa probably location - 1"
3970,None,location - 1 - safety,"perhaps in your research you also need to investigate how you get into the uk legally - your choices are either a work visa , which means you have to secure a job before you even set foot in the uk or if you have parent ( in a limited number of cases a grandparent ) who is a citizen of an eu member state you may be able to claim citizenship of that country which means you would n't require a visa probably location - 1"
3971,None,location - 1 - transit location,"perhaps in your research you also need to investigate how you get into the uk legally - your choices are either a work visa , which means you have to secure a job before you even set foot in the uk or if you have parent ( in a limited number of cases a grandparent ) who is a citizen of an eu member state you may be able to claim citizenship of that country which means you would n't require a visa probably location - 1"
3972,None,location - 1 - general,i think it ' ll be fine for you there is only onr thing that you need to know about location - 1
3973,None,location - 1 - price,i think it ' ll be fine for you there is only onr thing that you need to know about location - 1
3974,None,location - 1 - safety,i think it ' ll be fine for you there is only onr thing that you need to know about location - 1
3975,None,location - 1 - transit location,i think it ' ll be fine for you there is only onr thing that you need to know about location - 1
3976,Positive,location - 1 - general,move to location - 1
3977,None,location - 1 - price,move to location - 1
3978,None,location - 1 - safety,move to location - 1
3979,None,location - 1 - transit location,move to location - 1
3980,None,location - 1 - general,"however , location - 1 is safe and peaceful , and the nearby osterley park is attractive"
3981,None,location - 1 - price,"however , location - 1 is safe and peaceful , and the nearby osterley park is attractive"
3982,Positive,location - 1 - safety,"however , location - 1 is safe and peaceful , and the nearby osterley park is attractive"
3983,None,location - 1 - transit location,"however , location - 1 is safe and peaceful , and the nearby osterley park is attractive"
3984,None,location - 1 - general,"i enjoyed living in location - 1 , its a proper mutli-cultural london suburb"
3985,None,location - 1 - price,"i enjoyed living in location - 1 , its a proper mutli-cultural london suburb"
3986,None,location - 1 - safety,"i enjoyed living in location - 1 , its a proper mutli-cultural london suburb"
3987,None,location - 1 - transit location,"i enjoyed living in location - 1 , its a proper mutli-cultural london suburb"
3988,None,location - 1 - general,everyone in location - 1 is now black or bangladeshi
3989,None,location - 1 - price,everyone in location - 1 is now black or bangladeshi
3990,None,location - 1 - safety,everyone in location - 1 is now black or bangladeshi
3991,None,location - 1 - transit location,everyone in location - 1 is now black or bangladeshi
3992,Negative,location - 1 - general,"location - 1 is a bit run down , i would n't recommend it"
3993,None,location - 1 - price,"location - 1 is a bit run down , i would n't recommend it"
3994,None,location - 1 - safety,"location - 1 is a bit run down , i would n't recommend it"
3995,None,location - 1 - transit location,"location - 1 is a bit run down , i would n't recommend it"
3996,None,location - 1 - general,i ' ve heard location - 1 is one of them
3997,None,location - 1 - price,i ' ve heard location - 1 is one of them
3998,None,location - 1 - safety,i ' ve heard location - 1 is one of them
3999,None,location - 1 - transit location,i ' ve heard location - 1 is one of them
4000,None,location - 1 - general,even the nicer areas such as location - 2 and location - 1 have taken a turn for the worse
4001,None,location - 1 - price,even the nicer areas such as location - 2 and location - 1 have taken a turn for the worse
4002,None,location - 1 - safety,even the nicer areas such as location - 2 and location - 1 have taken a turn for the worse
4003,None,location - 1 - transit location,even the nicer areas such as location - 2 and location - 1 have taken a turn for the worse
4004,None,location - 1 - general,as someone who does not live in location - 1 and compared to other places in london location - 1 is a rough area
4005,None,location - 1 - price,as someone who does not live in location - 1 and compared to other places in london location - 1 is a rough area
4006,Negative,location - 1 - safety,as someone who does not live in location - 1 and compared to other places in london location - 1 is a rough area
4007,None,location - 1 - transit location,as someone who does not live in location - 1 and compared to other places in london location - 1 is a rough area
4008,Positive,location - 1 - general,"there are of course some areas that are `` safer `` than others , like in all cities , but i think location - 1 is a nice place"
4009,None,location - 1 - price,"there are of course some areas that are `` safer `` than others , like in all cities , but i think location - 1 is a nice place"
4010,None,location - 1 - safety,"there are of course some areas that are `` safer `` than others , like in all cities , but i think location - 1 is a nice place"
4011,None,location - 1 - transit location,"there are of course some areas that are `` safer `` than others , like in all cities , but i think location - 1 is a nice place"
4012,None,location - 1 - general,location - 1 is a long way out and the transport links are not too brilliant
4013,None,location - 1 - price,location - 1 is a long way out and the transport links are not too brilliant
4014,None,location - 1 - safety,location - 1 is a long way out and the transport links are not too brilliant
4015,Negative,location - 1 - transit location,location - 1 is a long way out and the transport links are not too brilliant
4016,None,location - 1 - general,"harrods is a bit further away , on old brompton road , in location - 1"
4017,None,location - 1 - price,"harrods is a bit further away , on old brompton road , in location - 1"
4018,None,location - 1 - safety,"harrods is a bit further away , on old brompton road , in location - 1"
4019,None,location - 1 - transit location,"harrods is a bit further away , on old brompton road , in location - 1"
4020,None,location - 1 - general,i ' d suggest independant research location - 1 area is being gentrified and is less expensive than say location - 2
4021,None,location - 1 - price,i ' d suggest independant research location - 1 area is being gentrified and is less expensive than say location - 2
4022,None,location - 1 - safety,i ' d suggest independant research location - 1 area is being gentrified and is less expensive than say location - 2
4023,None,location - 1 - transit location,i ' d suggest independant research location - 1 area is being gentrified and is less expensive than say location - 2
4024,Positive,location - 1 - general,location - 1 generally better than location - 2
4025,None,location - 1 - price,location - 1 generally better than location - 2
4026,None,location - 1 - safety,location - 1 generally better than location - 2
4027,None,location - 1 - transit location,location - 1 generally better than location - 2
4028,Positive,location - 1 - general,maybe try location - 1
4029,None,location - 1 - price,maybe try location - 1
4030,None,location - 1 - safety,maybe try location - 1
4031,None,location - 1 - transit location,maybe try location - 1
4032,Positive,location - 1 - general,"location - 1 can be a nice area - near the cemetery is good , but maybe too expensive for you"
4033,Negative,location - 1 - price,"location - 1 can be a nice area - near the cemetery is good , but maybe too expensive for you"
4034,None,location - 1 - safety,"location - 1 can be a nice area - near the cemetery is good , but maybe too expensive for you"
4035,None,location - 1 - transit location,"location - 1 can be a nice area - near the cemetery is good , but maybe too expensive for you"
4036,None,location - 1 - general,how about a pretentious 1 bed apartment in location - 1 with views of a railway track
4037,None,location - 1 - price,how about a pretentious 1 bed apartment in location - 1 with views of a railway track
4038,None,location - 1 - safety,how about a pretentious 1 bed apartment in location - 1 with views of a railway track
4039,None,location - 1 - transit location,how about a pretentious 1 bed apartment in location - 1 with views of a railway track
4040,None,location - 1 - general,"whales location - 1 ( sw4 ) has a very good range of restaurants , 3 tube stations , good rail and bus links and lots of pubs"
4041,None,location - 1 - price,"whales location - 1 ( sw4 ) has a very good range of restaurants , 3 tube stations , good rail and bus links and lots of pubs"
4042,None,location - 1 - safety,"whales location - 1 ( sw4 ) has a very good range of restaurants , 3 tube stations , good rail and bus links and lots of pubs"
4043,Positive,location - 1 - transit location,"whales location - 1 ( sw4 ) has a very good range of restaurants , 3 tube stations , good rail and bus links and lots of pubs"
4044,None,location - 1 - general,not like e g location - 1
4045,None,location - 1 - price,not like e g location - 1
4046,None,location - 1 - safety,not like e g location - 1
4047,None,location - 1 - transit location,not like e g location - 1
4048,Positive,location - 1 - general,sorry location - 1 is marvellous
4049,None,location - 1 - price,sorry location - 1 is marvellous
4050,None,location - 1 - safety,sorry location - 1 is marvellous
4051,None,location - 1 - transit location,sorry location - 1 is marvellous
4052,None,location - 1 - general,an excellent secondary school called dunraven is in location - 1 on location - 2
4053,None,location - 1 - price,an excellent secondary school called dunraven is in location - 1 on location - 2
4054,None,location - 1 - safety,an excellent secondary school called dunraven is in location - 1 on location - 2
4055,None,location - 1 - transit location,an excellent secondary school called dunraven is in location - 1 on location - 2
4056,None,location - 1 - general,location - 1 is a very expensive area but there is a hostel next to the natural history museum
4057,Negative,location - 1 - price,location - 1 is a very expensive area but there is a hostel next to the natural history museum
4058,None,location - 1 - safety,location - 1 is a very expensive area but there is a hostel next to the natural history museum
4059,None,location - 1 - transit location,location - 1 is a very expensive area but there is a hostel next to the natural history museum
4060,None,location - 1 - general,only problem is it ' s quite expensive - otherwise i ' d be living in location - 1 right now
4061,Negative,location - 1 - price,only problem is it ' s quite expensive - otherwise i ' d be living in location - 1 right now
4062,None,location - 1 - safety,only problem is it ' s quite expensive - otherwise i ' d be living in location - 1 right now
4063,None,location - 1 - transit location,only problem is it ' s quite expensive - otherwise i ' d be living in location - 1 right now
4064,None,location - 1 - general,if you have alot of money ie rich you can live in nice location - 1 posh
4065,Negative,location - 1 - price,if you have alot of money ie rich you can live in nice location - 1 posh
4066,None,location - 1 - safety,if you have alot of money ie rich you can live in nice location - 1 posh
4067,None,location - 1 - transit location,if you have alot of money ie rich you can live in nice location - 1 posh
4068,None,location - 1 - general,"location - 1 is a very large town , loads of good schools , good transport system , not a ancient as guildford , but quite historic in it ' s own way"
4069,None,location - 1 - price,"location - 1 is a very large town , loads of good schools , good transport system , not a ancient as guildford , but quite historic in it ' s own way"
4070,None,location - 1 - safety,"location - 1 is a very large town , loads of good schools , good transport system , not a ancient as guildford , but quite historic in it ' s own way"
