id,label,text_a,text_b
2169,none,service,"The overall price tag was very very expensive, something I did expect."
2170,none,price,"By the time we were done, it was past 1:00am."
2171,neutral,anecdotes,"By the time we were done, it was past 1:00am."
2172,none,food,"By the time we were done, it was past 1:00am."
2173,none,ambience,"By the time we were done, it was past 1:00am."
2174,none,service,"By the time we were done, it was past 1:00am."
2175,positive,price,"Spice is great Thai food, love the inexpensive appetizers."
2176,none,anecdotes,"Spice is great Thai food, love the inexpensive appetizers."
2177,positive,food,"Spice is great Thai food, love the inexpensive appetizers."
2178,none,ambience,"Spice is great Thai food, love the inexpensive appetizers."
2179,none,service,"Spice is great Thai food, love the inexpensive appetizers."
2180,none,price,"Read all the other review, they'll confirm it."
2181,neutral,anecdotes,"Read all the other review, they'll confirm it."
2182,none,food,"Read all the other review, they'll confirm it."
2183,none,ambience,"Read all the other review, they'll confirm it."
2184,none,service,"Read all the other review, they'll confirm it."
2185,none,price,Even after they overcharged me the last time I was there.
2186,none,anecdotes,Even after they overcharged me the last time I was there.
2187,none,food,Even after they overcharged me the last time I was there.
2188,none,ambience,Even after they overcharged me the last time I was there.
2189,negative,service,Even after they overcharged me the last time I was there.
2190,none,price,The service was attentive.
2191,none,anecdotes,The service was attentive.
2192,none,food,The service was attentive.
2193,none,ambience,The service was attentive.
2194,positive,service,The service was attentive.
2195,none,price,"He not only makes his own homemade mozzarella, but every pie is ultra fresh."
2196,none,anecdotes,"He not only makes his own homemade mozzarella, but every pie is ultra fresh."
2197,positive,food,"He not only makes his own homemade mozzarella, but every pie is ultra fresh."
2198,none,ambience,"He not only makes his own homemade mozzarella, but every pie is ultra fresh."
2199,none,service,"He not only makes his own homemade mozzarella, but every pie is ultra fresh."
2200,none,price,Fish was overdone.
2201,none,anecdotes,Fish was overdone.
2202,negative,food,Fish was overdone.
2203,none,ambience,Fish was overdone.
2204,none,service,Fish was overdone.
2205,none,price,"Great idea and base for restaurant, but work on the details, people who think this was good need to go back to the shore towns and rethink what it should have tasted like."
2206,conflict,anecdotes,"Great idea and base for restaurant, but work on the details, people who think this was good need to go back to the shore towns and rethink what it should have tasted like."
2207,none,food,"Great idea and base for restaurant, but work on the details, people who think this was good need to go back to the shore towns and rethink what it should have tasted like."
2208,none,ambience,"Great idea and base for restaurant, but work on the details, people who think this was good need to go back to the shore towns and rethink what it should have tasted like."
2209,none,service,"Great idea and base for restaurant, but work on the details, people who think this was good need to go back to the shore towns and rethink what it should have tasted like."
2210,none,price,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside."
2211,none,anecdotes,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside."
2212,none,food,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside."
2213,positive,ambience,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside."
2214,none,service,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside."
2215,none,price,We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.
2216,none,anecdotes,We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.
2217,positive,food,We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.
2218,none,ambience,We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.
2219,positive,service,We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.
2220,none,price,I have been twice to this restaurant.
2221,neutral,anecdotes,I have been twice to this restaurant.
2222,none,food,I have been twice to this restaurant.
2223,none,ambience,I have been twice to this restaurant.
2224,none,service,I have been twice to this restaurant.
2225,none,price,also make sure you pay attention to the music being piped in - quite a weird selection.
2226,none,anecdotes,also make sure you pay attention to the music being piped in - quite a weird selection.
2227,none,food,also make sure you pay attention to the music being piped in - quite a weird selection.
2228,neutral,ambience,also make sure you pay attention to the music being piped in - quite a weird selection.
2229,none,service,also make sure you pay attention to the music being piped in - quite a weird selection.
2230,none,price,You could get a much better dining experience for the same amount of money in a lot of other French Bistros.
2231,negative,anecdotes,You could get a much better dining experience for the same amount of money in a lot of other French Bistros.
2232,none,food,You could get a much better dining experience for the same amount of money in a lot of other French Bistros.
2233,none,ambience,You could get a much better dining experience for the same amount of money in a lot of other French Bistros.
2234,none,service,You could get a much better dining experience for the same amount of money in a lot of other French Bistros.
2235,none,price,The establishment scores big points in presentation and style.
2236,none,anecdotes,The establishment scores big points in presentation and style.
2237,none,food,The establishment scores big points in presentation and style.
2238,positive,ambience,The establishment scores big points in presentation and style.
2239,none,service,The establishment scores big points in presentation and style.
2240,negative,price,"The rest of the dim sum, though pricey by Chinatown standards, is worth it."
2241,none,anecdotes,"The rest of the dim sum, though pricey by Chinatown standards, is worth it."
2242,positive,food,"The rest of the dim sum, though pricey by Chinatown standards, is worth it."
2243,none,ambience,"The rest of the dim sum, though pricey by Chinatown standards, is worth it."
2244,none,service,"The rest of the dim sum, though pricey by Chinatown standards, is worth it."
2245,none,price,Good food.
2246,none,anecdotes,Good food.
2247,positive,food,Good food.
2248,none,ambience,Good food.
2249,none,service,Good food.
2250,none,price,"The wait staff is very friendly, if not overly efficient."
2251,none,anecdotes,"The wait staff is very friendly, if not overly efficient."
2252,none,food,"The wait staff is very friendly, if not overly efficient."
2253,none,ambience,"The wait staff is very friendly, if not overly efficient."
2254,positive,service,"The wait staff is very friendly, if not overly efficient."
2255,none,price,Surprisingly nothing could be further from the truth.
2256,positive,anecdotes,Surprisingly nothing could be further from the truth.
2257,none,food,Surprisingly nothing could be further from the truth.
2258,none,ambience,Surprisingly nothing could be further from the truth.
2259,none,service,Surprisingly nothing could be further from the truth.
2260,none,price,The dim sum however was very good.
2261,none,anecdotes,The dim sum however was very good.
2262,positive,food,The dim sum however was very good.
2263,none,ambience,The dim sum however was very good.
2264,none,service,The dim sum however was very good.
2265,none,price,It's better than being on the roof of Sutton Place with 19 year old interns jabbing you in the ribs all night.
2266,positive,anecdotes,It's better than being on the roof of Sutton Place with 19 year old interns jabbing you in the ribs all night.
2267,none,food,It's better than being on the roof of Sutton Place with 19 year old interns jabbing you in the ribs all night.
2268,none,ambience,It's better than being on the roof of Sutton Place with 19 year old interns jabbing you in the ribs all night.
2269,none,service,It's better than being on the roof of Sutton Place with 19 year old interns jabbing you in the ribs all night.
2270,none,price,Service has always been friendly and efficient.
2271,none,anecdotes,Service has always been friendly and efficient.
2272,none,food,Service has always been friendly and efficient.
2273,none,ambience,Service has always been friendly and efficient.
2274,positive,service,Service has always been friendly and efficient.
2275,none,price,Went there and had a combination of different seafood dishes and appetizers.
2276,none,anecdotes,Went there and had a combination of different seafood dishes and appetizers.
2277,neutral,food,Went there and had a combination of different seafood dishes and appetizers.
2278,none,ambience,Went there and had a combination of different seafood dishes and appetizers.
2279,none,service,Went there and had a combination of different seafood dishes and appetizers.
2280,none,price,Its a great place for a casual date or to entertain clients for lunch.
2281,positive,anecdotes,Its a great place for a casual date or to entertain clients for lunch.
2282,none,food,Its a great place for a casual date or to entertain clients for lunch.
2283,none,ambience,Its a great place for a casual date or to entertain clients for lunch.
2284,none,service,Its a great place for a casual date or to entertain clients for lunch.
2285,none,price,All we received was an apology as we left to see our show without dinner.
2286,none,anecdotes,All we received was an apology as we left to see our show without dinner.
2287,none,food,All we received was an apology as we left to see our show without dinner.
2288,none,ambience,All we received was an apology as we left to see our show without dinner.
2289,negative,service,All we received was an apology as we left to see our show without dinner.
2290,none,price,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.
2291,none,anecdotes,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.
2292,none,food,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.
2293,none,ambience,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.
2294,negative,service,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.
2295,positive,price,Prices are very good.
2296,none,anecdotes,Prices are very good.
2297,none,food,Prices are very good.
2298,none,ambience,Prices are very good.
2299,none,service,Prices are very good.
2300,none,price,"We could not catch our waiter's eye, and he ignored us."
2301,none,anecdotes,"We could not catch our waiter's eye, and he ignored us."
2302,none,food,"We could not catch our waiter's eye, and he ignored us."
2303,none,ambience,"We could not catch our waiter's eye, and he ignored us."
2304,negative,service,"We could not catch our waiter's eye, and he ignored us."
2305,none,price,Fantastic place.
2306,positive,anecdotes,Fantastic place.
2307,none,food,Fantastic place.
2308,none,ambience,Fantastic place.
2309,none,service,Fantastic place.
2310,none,price,Plain and simple it's bad thai food.
2311,none,anecdotes,Plain and simple it's bad thai food.
2312,negative,food,Plain and simple it's bad thai food.
2313,none,ambience,Plain and simple it's bad thai food.
2314,none,service,Plain and simple it's bad thai food.
2315,none,price,Definitely not a restaurant to skip!
2316,positive,anecdotes,Definitely not a restaurant to skip!
2317,none,food,Definitely not a restaurant to skip!
2318,none,ambience,Definitely not a restaurant to skip!
2319,none,service,Definitely not a restaurant to skip!
2320,none,price,They refuse to seat parties of 3 or more on weekends.
2321,none,anecdotes,They refuse to seat parties of 3 or more on weekends.
2322,none,food,They refuse to seat parties of 3 or more on weekends.
2323,none,ambience,They refuse to seat parties of 3 or more on weekends.
2324,negative,service,They refuse to seat parties of 3 or more on weekends.
2325,none,price,Usually 3 vs. 4 items per dish.
2326,none,anecdotes,Usually 3 vs. 4 items per dish.
2327,neutral,food,Usually 3 vs. 4 items per dish.
2328,none,ambience,Usually 3 vs. 4 items per dish.
2329,none,service,Usually 3 vs. 4 items per dish.
2330,none,price,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point."
2331,none,anecdotes,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point."
2332,conflict,food,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point."
2333,none,ambience,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point."
2334,none,service,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point."
2335,none,price,"The Dim Sum was so-so, but not spectacular."
2336,none,anecdotes,"The Dim Sum was so-so, but not spectacular."
2337,neutral,food,"The Dim Sum was so-so, but not spectacular."
2338,none,ambience,"The Dim Sum was so-so, but not spectacular."
2339,none,service,"The Dim Sum was so-so, but not spectacular."
2340,none,price,The food was so-so.
2341,none,anecdotes,The food was so-so.
2342,neutral,food,The food was so-so.
2343,none,ambience,The food was so-so.
2344,none,service,The food was so-so.
2345,none,price,"The waitress, seems to be more concerned of looking good than actually waitressing."
2346,none,anecdotes,"The waitress, seems to be more concerned of looking good than actually waitressing."
2347,none,food,"The waitress, seems to be more concerned of looking good than actually waitressing."
2348,none,ambience,"The waitress, seems to be more concerned of looking good than actually waitressing."
2349,negative,service,"The waitress, seems to be more concerned of looking good than actually waitressing."
2350,none,price,"The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention."
2351,none,anecdotes,"The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention."
2352,none,food,"The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention."
2353,positive,ambience,"The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention."
2354,none,service,"The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention."
2355,negative,price,What a ripoff!
2356,none,anecdotes,What a ripoff!
2357,none,food,What a ripoff!
2358,none,ambience,What a ripoff!
2359,none,service,What a ripoff!
2360,none,price,Threw my fiance's surprise 30th birthday dinner here couldn't be happier.
2361,positive,anecdotes,Threw my fiance's surprise 30th birthday dinner here couldn't be happier.
2362,none,food,Threw my fiance's surprise 30th birthday dinner here couldn't be happier.
2363,none,ambience,Threw my fiance's surprise 30th birthday dinner here couldn't be happier.
2364,none,service,Threw my fiance's surprise 30th birthday dinner here couldn't be happier.
2365,none,price,You can do it here.
2366,neutral,anecdotes,You can do it here.
2367,none,food,You can do it here.
2368,none,ambience,You can do it here.
2369,none,service,You can do it here.
2370,none,price,Food-awesome.
2371,none,anecdotes,Food-awesome.
2372,positive,food,Food-awesome.
2373,none,ambience,Food-awesome.
2374,none,service,Food-awesome.
2375,positive,price,"good music, great food, speedy service affordable prices."
2376,none,anecdotes,"good music, great food, speedy service affordable prices."
2377,positive,food,"good music, great food, speedy service affordable prices."
2378,positive,ambience,"good music, great food, speedy service affordable prices."
2379,positive,service,"good music, great food, speedy service affordable prices."
2380,none,price,"There was a small wait, but shorter than I expected."
2381,conflict,anecdotes,"There was a small wait, but shorter than I expected."
2382,none,food,"There was a small wait, but shorter than I expected."
2383,none,ambience,"There was a small wait, but shorter than I expected."
2384,none,service,"There was a small wait, but shorter than I expected."
2385,negative,price,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.
2386,none,anecdotes,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.
2387,conflict,food,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.
2388,none,ambience,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.
2389,none,service,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.
2390,none,price,"May, the owner always has a smile on her and will warmly greet you."
2391,none,anecdotes,"May, the owner always has a smile on her and will warmly greet you."
2392,none,food,"May, the owner always has a smile on her and will warmly greet you."
2393,none,ambience,"May, the owner always has a smile on her and will warmly greet you."
2394,positive,service,"May, the owner always has a smile on her and will warmly greet you."
2395,none,price,I've lived in NY for 5 years and this place has it all.
2396,positive,anecdotes,I've lived in NY for 5 years and this place has it all.
2397,none,food,I've lived in NY for 5 years and this place has it all.
2398,none,ambience,I've lived in NY for 5 years and this place has it all.
2399,none,service,I've lived in NY for 5 years and this place has it all.
2400,none,price,I just read Mocaramel's review and felt compelled to respond.
2401,neutral,anecdotes,I just read Mocaramel's review and felt compelled to respond.
2402,none,food,I just read Mocaramel's review and felt compelled to respond.
2403,none,ambience,I just read Mocaramel's review and felt compelled to respond.
2404,none,service,I just read Mocaramel's review and felt compelled to respond.
2405,none,price,The sides were ok and incredibly salty.
2406,none,anecdotes,The sides were ok and incredibly salty.
2407,negative,food,The sides were ok and incredibly salty.
2408,none,ambience,The sides were ok and incredibly salty.
2409,none,service,The sides were ok and incredibly salty.
2410,none,price,It hits the spot every time
2411,positive,anecdotes,It hits the spot every time
2412,none,food,It hits the spot every time
2413,none,ambience,It hits the spot every time
2414,none,service,It hits the spot every time
2415,none,price,"For some reason, all the seafood on the menu was unavailable except for the Salmon."
2416,none,anecdotes,"For some reason, all the seafood on the menu was unavailable except for the Salmon."
2417,negative,food,"For some reason, all the seafood on the menu was unavailable except for the Salmon."
2418,none,ambience,"For some reason, all the seafood on the menu was unavailable except for the Salmon."
2419,none,service,"For some reason, all the seafood on the menu was unavailable except for the Salmon."
2420,none,price,"Not a large place, but it's cute and cozy."
2421,none,anecdotes,"Not a large place, but it's cute and cozy."
2422,none,food,"Not a large place, but it's cute and cozy."
2423,conflict,ambience,"Not a large place, but it's cute and cozy."
2424,none,service,"Not a large place, but it's cute and cozy."
2425,none,price,Don't be fooled by crowds of people.
2426,negative,anecdotes,Don't be fooled by crowds of people.
2427,none,food,Don't be fooled by crowds of people.
2428,none,ambience,Don't be fooled by crowds of people.
2429,none,service,Don't be fooled by crowds of people.
2430,none,price,and there's no way out.
2431,neutral,anecdotes,and there's no way out.
2432,none,food,and there's no way out.
2433,none,ambience,and there's no way out.
2434,none,service,and there's no way out.
2435,none,price,"The beverages were excellent, and the dessert was good."
2436,none,anecdotes,"The beverages were excellent, and the dessert was good."
2437,positive,food,"The beverages were excellent, and the dessert was good."
2438,none,ambience,"The beverages were excellent, and the dessert was good."
2439,none,service,"The beverages were excellent, and the dessert was good."
2440,none,price,The hostess and the waitress were incredibly rude and did everything they could to rush us out.
2441,none,anecdotes,The hostess and the waitress were incredibly rude and did everything they could to rush us out.
2442,none,food,The hostess and the waitress were incredibly rude and did everything they could to rush us out.
2443,none,ambience,The hostess and the waitress were incredibly rude and did everything they could to rush us out.
2444,negative,service,The hostess and the waitress were incredibly rude and did everything they could to rush us out.
2445,none,price,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks."
2446,none,anecdotes,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks."
2447,conflict,food,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks."
2448,none,ambience,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks."
2449,none,service,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks."
2450,none,price,"Please if your thinking about it go, and stay the wait you won't be disappointed."
2451,conflict,anecdotes,"Please if your thinking about it go, and stay the wait you won't be disappointed."
2452,none,food,"Please if your thinking about it go, and stay the wait you won't be disappointed."
2453,none,ambience,"Please if your thinking about it go, and stay the wait you won't be disappointed."
2454,none,service,"Please if your thinking about it go, and stay the wait you won't be disappointed."
2455,none,price,I must say the view of NYC is so beautiful!
2456,none,anecdotes,I must say the view of NYC is so beautiful!
2457,none,food,I must say the view of NYC is so beautiful!
2458,positive,ambience,I must say the view of NYC is so beautiful!
2459,none,service,I must say the view of NYC is so beautiful!
2460,none,price,"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope."
2461,none,anecdotes,"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope."
2462,positive,food,"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope."
2463,none,ambience,"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope."
2464,none,service,"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope."
2465,none,price,"When going out for a nice dinner, I like a nice ambiance as well as very good food."
2466,neutral,anecdotes,"When going out for a nice dinner, I like a nice ambiance as well as very good food."
2467,none,food,"When going out for a nice dinner, I like a nice ambiance as well as very good food."
2468,none,ambience,"When going out for a nice dinner, I like a nice ambiance as well as very good food."
2469,none,service,"When going out for a nice dinner, I like a nice ambiance as well as very good food."
2470,none,price,"For all you lazy folks that don't want to come to Alphabet City, I say, good - stay out."
2471,neutral,anecdotes,"For all you lazy folks that don't want to come to Alphabet City, I say, good - stay out."
2472,none,food,"For all you lazy folks that don't want to come to Alphabet City, I say, good - stay out."
2473,none,ambience,"For all you lazy folks that don't want to come to Alphabet City, I say, good - stay out."
2474,none,service,"For all you lazy folks that don't want to come to Alphabet City, I say, good - stay out."
2475,positive,price,"Otherwise, this place has great service and prices and a nice friendly atmosphere."
2476,none,anecdotes,"Otherwise, this place has great service and prices and a nice friendly atmosphere."
2477,none,food,"Otherwise, this place has great service and prices and a nice friendly atmosphere."
2478,positive,ambience,"Otherwise, this place has great service and prices and a nice friendly atmosphere."
2479,positive,service,"Otherwise, this place has great service and prices and a nice friendly atmosphere."
2480,positive,price,Highly recommend this as great value for excellent sushi and service.
2481,none,anecdotes,Highly recommend this as great value for excellent sushi and service.
2482,positive,food,Highly recommend this as great value for excellent sushi and service.
2483,none,ambience,Highly recommend this as great value for excellent sushi and service.
2484,positive,service,Highly recommend this as great value for excellent sushi and service.
2485,none,price,This place would be so much better served by being run by a group that actually understands customer service.
2486,none,anecdotes,This place would be so much better served by being run by a group that actually understands customer service.
2487,none,food,This place would be so much better served by being run by a group that actually understands customer service.
2488,none,ambience,This place would be so much better served by being run by a group that actually understands customer service.
2489,negative,service,This place would be so much better served by being run by a group that actually understands customer service.
2490,none,price,A++   The service was good to excellent along with the attitude.
2491,none,anecdotes,A++   The service was good to excellent along with the attitude.
2492,none,food,A++   The service was good to excellent along with the attitude.
2493,none,ambience,A++   The service was good to excellent along with the attitude.
2494,positive,service,A++   The service was good to excellent along with the attitude.
2495,none,price,"This is my fourth try over a two year period, and I'm done."
2496,negative,anecdotes,"This is my fourth try over a two year period, and I'm done."
2497,none,food,"This is my fourth try over a two year period, and I'm done."
2498,none,ambience,"This is my fourth try over a two year period, and I'm done."
2499,none,service,"This is my fourth try over a two year period, and I'm done."
2500,none,price,The food is awesome - definitely try the striped bass.
2501,none,anecdotes,The food is awesome - definitely try the striped bass.
2502,positive,food,The food is awesome - definitely try the striped bass.
2503,none,ambience,The food is awesome - definitely try the striped bass.
2504,none,service,The food is awesome - definitely try the striped bass.
2505,none,price,"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander."
2506,none,anecdotes,"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander."
2507,none,food,"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander."
2508,conflict,ambience,"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander."
2509,none,service,"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander."
2510,none,price,black white shakes came out good also.
2511,none,anecdotes,black white shakes came out good also.
2512,positive,food,black white shakes came out good also.
2513,none,ambience,black white shakes came out good also.
2514,none,service,black white shakes came out good also.
2515,none,price,It's simply the best meal in NYC.
2516,positive,anecdotes,It's simply the best meal in NYC.
2517,none,food,It's simply the best meal in NYC.
2518,none,ambience,It's simply the best meal in NYC.
2519,none,service,It's simply the best meal in NYC.
2520,none,price,Probably would not go again...
2521,negative,anecdotes,Probably would not go again...
2522,none,food,Probably would not go again...
2523,none,ambience,Probably would not go again...
2524,none,service,Probably would not go again...
2525,none,price,After passing by this restaurant for sometime I finally decided to go in and have dinner.
2526,neutral,anecdotes,After passing by this restaurant for sometime I finally decided to go in and have dinner.
2527,none,food,After passing by this restaurant for sometime I finally decided to go in and have dinner.
2528,none,ambience,After passing by this restaurant for sometime I finally decided to go in and have dinner.
2529,none,service,After passing by this restaurant for sometime I finally decided to go in and have dinner.
2530,none,price,"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here."
2531,none,anecdotes,"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here."
2532,none,food,"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here."
2533,negative,ambience,"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here."
2534,none,service,"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here."
2535,none,price,I ordered the chu chu curry and my friend ordered the pad thai chicken.
2536,none,anecdotes,I ordered the chu chu curry and my friend ordered the pad thai chicken.
2537,neutral,food,I ordered the chu chu curry and my friend ordered the pad thai chicken.
2538,none,ambience,I ordered the chu chu curry and my friend ordered the pad thai chicken.
2539,none,service,I ordered the chu chu curry and my friend ordered the pad thai chicken.
2540,none,price,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.
2541,none,anecdotes,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.
2542,neutral,food,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.
2543,none,ambience,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.
2544,none,service,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.
2545,none,price,Tuk Tuk is my second favorite neighborhood Thai place (the first being Joya).
2546,positive,anecdotes,Tuk Tuk is my second favorite neighborhood Thai place (the first being Joya).
2547,none,food,Tuk Tuk is my second favorite neighborhood Thai place (the first being Joya).
2548,none,ambience,Tuk Tuk is my second favorite neighborhood Thai place (the first being Joya).
2549,none,service,Tuk Tuk is my second favorite neighborhood Thai place (the first being Joya).
2550,none,price,"However, they've got the most amazing pastrami and the soups hit the spot."
2551,none,anecdotes,"However, they've got the most amazing pastrami and the soups hit the spot."
2552,positive,food,"However, they've got the most amazing pastrami and the soups hit the spot."
2553,none,ambience,"However, they've got the most amazing pastrami and the soups hit the spot."
2554,none,service,"However, they've got the most amazing pastrami and the soups hit the spot."
2555,none,price,Great bagels made the old-fashioned way.
2556,none,anecdotes,Great bagels made the old-fashioned way.
2557,positive,food,Great bagels made the old-fashioned way.
2558,none,ambience,Great bagels made the old-fashioned way.
2559,none,service,Great bagels made the old-fashioned way.
2560,positive,price,"This is some really good, inexpensive sushi."
2561,none,anecdotes,"This is some really good, inexpensive sushi."
2562,positive,food,"This is some really good, inexpensive sushi."
2563,none,ambience,"This is some really good, inexpensive sushi."
2564,none,service,"This is some really good, inexpensive sushi."
2565,none,price,"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good."
2566,none,anecdotes,"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good."
2567,positive,food,"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good."
2568,none,ambience,"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good."
2569,none,service,"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good."
2570,none,price,"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too."
2571,none,anecdotes,"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too."
2572,negative,food,"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too."
2573,none,ambience,"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too."
2574,none,service,"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too."
2575,none,price,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.
2576,none,anecdotes,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.
2577,none,food,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.
2578,none,ambience,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.
2579,negative,service,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.
2580,none,price,The pizza is delicious and the proprietor is one of the nicest in NYC.
2581,none,anecdotes,The pizza is delicious and the proprietor is one of the nicest in NYC.
2582,positive,food,The pizza is delicious and the proprietor is one of the nicest in NYC.
2583,none,ambience,The pizza is delicious and the proprietor is one of the nicest in NYC.
2584,positive,service,The pizza is delicious and the proprietor is one of the nicest in NYC.
2585,none,price,"Also good for client lunch meetings, esp."
2586,positive,anecdotes,"Also good for client lunch meetings, esp."
2587,none,food,"Also good for client lunch meetings, esp."
2588,none,ambience,"Also good for client lunch meetings, esp."
2589,none,service,"Also good for client lunch meetings, esp."
2590,negative,price,For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.
2591,none,anecdotes,For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.
2592,none,food,For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.
2593,none,ambience,For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.
2594,none,service,For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.
2595,positive,price,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices."
2596,none,anecdotes,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices."
2597,positive,food,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices."
2598,positive,ambience,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices."
2599,none,service,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices."
2600,none,price,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.
2601,none,anecdotes,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.
2602,positive,food,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.
2603,none,ambience,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.
2604,positive,service,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.
2605,none,price,The setting is casual and romantic.
2606,none,anecdotes,The setting is casual and romantic.
2607,none,food,The setting is casual and romantic.
2608,positive,ambience,The setting is casual and romantic.
2609,none,service,The setting is casual and romantic.
