id,label,text_a,text_b
3815,none,what do you think of the price of it ?,This is where the aforementioned line was.
3816,neutral,what do you think of the anecdotes of it ?,This is where the aforementioned line was.
3817,none,what do you think of the food of it ?,This is where the aforementioned line was.
3818,none,what do you think of the ambience of it ?,This is where the aforementioned line was.
3819,none,what do you think of the service of it ?,This is where the aforementioned line was.
3820,neutral,what do you think of the price of it ?,The food is reliable and the price is moderate.
3821,none,what do you think of the anecdotes of it ?,The food is reliable and the price is moderate.
3822,positive,what do you think of the food of it ?,The food is reliable and the price is moderate.
3823,none,what do you think of the ambience of it ?,The food is reliable and the price is moderate.
3824,none,what do you think of the service of it ?,The food is reliable and the price is moderate.
3825,none,what do you think of the price of it ?,"Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet...."
3826,none,what do you think of the anecdotes of it ?,"Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet...."
3827,none,what do you think of the food of it ?,"Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet...."
3828,neutral,what do you think of the ambience of it ?,"Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet...."
3829,none,what do you think of the service of it ?,"Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet...."
3830,none,what do you think of the price of it ?,"While the ambiance and atmosphere were great, the food and service could have been a lot better."
3831,none,what do you think of the anecdotes of it ?,"While the ambiance and atmosphere were great, the food and service could have been a lot better."
3832,negative,what do you think of the food of it ?,"While the ambiance and atmosphere were great, the food and service could have been a lot better."
3833,positive,what do you think of the ambience of it ?,"While the ambiance and atmosphere were great, the food and service could have been a lot better."
3834,negative,what do you think of the service of it ?,"While the ambiance and atmosphere were great, the food and service could have been a lot better."
3835,none,what do you think of the price of it ?,We always go there on the weekends and leave extremely full and satisfied.
3836,positive,what do you think of the anecdotes of it ?,We always go there on the weekends and leave extremely full and satisfied.
3837,none,what do you think of the food of it ?,We always go there on the weekends and leave extremely full and satisfied.
3838,none,what do you think of the ambience of it ?,We always go there on the weekends and leave extremely full and satisfied.
3839,none,what do you think of the service of it ?,We always go there on the weekends and leave extremely full and satisfied.
3840,none,what do you think of the price of it ?,i dont how this place is still running.
3841,negative,what do you think of the anecdotes of it ?,i dont how this place is still running.
3842,none,what do you think of the food of it ?,i dont how this place is still running.
3843,none,what do you think of the ambience of it ?,i dont how this place is still running.
3844,none,what do you think of the service of it ?,i dont how this place is still running.
3845,none,what do you think of the price of it ?,The server was really cool and served us our food and drinks with a smile.
3846,none,what do you think of the anecdotes of it ?,The server was really cool and served us our food and drinks with a smile.
3847,none,what do you think of the food of it ?,The server was really cool and served us our food and drinks with a smile.
3848,none,what do you think of the ambience of it ?,The server was really cool and served us our food and drinks with a smile.
3849,positive,what do you think of the service of it ?,The server was really cool and served us our food and drinks with a smile.
3850,none,what do you think of the price of it ?,We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.
3851,neutral,what do you think of the anecdotes of it ?,We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.
3852,none,what do you think of the food of it ?,We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.
3853,none,what do you think of the ambience of it ?,We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.
3854,none,what do you think of the service of it ?,We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.
3855,none,what do you think of the price of it ?,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too ."
3856,none,what do you think of the anecdotes of it ?,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too ."
3857,positive,what do you think of the food of it ?,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too ."
3858,none,what do you think of the ambience of it ?,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too ."
3859,none,what do you think of the service of it ?,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too ."
3860,none,what do you think of the price of it ?,"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record."
3861,negative,what do you think of the anecdotes of it ?,"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record."
3862,none,what do you think of the food of it ?,"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record."
3863,none,what do you think of the ambience of it ?,"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record."
3864,none,what do you think of the service of it ?,"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record."
3865,none,what do you think of the price of it ?,Excellent experience.
3866,positive,what do you think of the anecdotes of it ?,Excellent experience.
3867,none,what do you think of the food of it ?,Excellent experience.
3868,none,what do you think of the ambience of it ?,Excellent experience.
3869,none,what do you think of the service of it ?,Excellent experience.
3870,none,what do you think of the price of it ?,"Well worth the trip, close to City Hall and downtown subway stops."
3871,positive,what do you think of the anecdotes of it ?,"Well worth the trip, close to City Hall and downtown subway stops."
3872,none,what do you think of the food of it ?,"Well worth the trip, close to City Hall and downtown subway stops."
3873,none,what do you think of the ambience of it ?,"Well worth the trip, close to City Hall and downtown subway stops."
3874,none,what do you think of the service of it ?,"Well worth the trip, close to City Hall and downtown subway stops."
3875,none,what do you think of the price of it ?,I had to share my table with a loud group of kids and the service was rude an unattentive.
3876,none,what do you think of the anecdotes of it ?,I had to share my table with a loud group of kids and the service was rude an unattentive.
3877,none,what do you think of the food of it ?,I had to share my table with a loud group of kids and the service was rude an unattentive.
3878,negative,what do you think of the ambience of it ?,I had to share my table with a loud group of kids and the service was rude an unattentive.
3879,negative,what do you think of the service of it ?,I had to share my table with a loud group of kids and the service was rude an unattentive.
3880,none,what do you think of the price of it ?,What more could you want?
3881,positive,what do you think of the anecdotes of it ?,What more could you want?
3882,none,what do you think of the food of it ?,What more could you want?
3883,none,what do you think of the ambience of it ?,What more could you want?
3884,none,what do you think of the service of it ?,What more could you want?
3885,none,what do you think of the price of it ?,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat."
3886,positive,what do you think of the anecdotes of it ?,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat."
3887,none,what do you think of the food of it ?,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat."
3888,none,what do you think of the ambience of it ?,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat."
3889,none,what do you think of the service of it ?,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat."
3890,none,what do you think of the price of it ?,"All in all, I don't see how you can go wrong."
3891,positive,what do you think of the anecdotes of it ?,"All in all, I don't see how you can go wrong."
3892,none,what do you think of the food of it ?,"All in all, I don't see how you can go wrong."
3893,none,what do you think of the ambience of it ?,"All in all, I don't see how you can go wrong."
3894,none,what do you think of the service of it ?,"All in all, I don't see how you can go wrong."
3895,none,what do you think of the price of it ?,The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.
3896,none,what do you think of the anecdotes of it ?,The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.
3897,positive,what do you think of the food of it ?,The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.
3898,none,what do you think of the ambience of it ?,The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.
3899,none,what do you think of the service of it ?,The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.
3900,none,what do you think of the price of it ?,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me."
3901,none,what do you think of the anecdotes of it ?,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me."
3902,none,what do you think of the food of it ?,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me."
3903,positive,what do you think of the ambience of it ?,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me."
3904,none,what do you think of the service of it ?,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me."
3905,none,what do you think of the price of it ?,"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses."
3906,none,what do you think of the anecdotes of it ?,"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses."
3907,positive,what do you think of the food of it ?,"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses."
3908,none,what do you think of the ambience of it ?,"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses."
3909,none,what do you think of the service of it ?,"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses."
3910,none,what do you think of the price of it ?,We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.
3911,neutral,what do you think of the anecdotes of it ?,We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.
3912,none,what do you think of the food of it ?,We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.
3913,none,what do you think of the ambience of it ?,We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.
3914,none,what do you think of the service of it ?,We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.
3915,none,what do you think of the price of it ?,The food is usually good but it certainly isn't a relaxing place to go.
3916,none,what do you think of the anecdotes of it ?,The food is usually good but it certainly isn't a relaxing place to go.
3917,positive,what do you think of the food of it ?,The food is usually good but it certainly isn't a relaxing place to go.
3918,negative,what do you think of the ambience of it ?,The food is usually good but it certainly isn't a relaxing place to go.
3919,none,what do you think of the service of it ?,The food is usually good but it certainly isn't a relaxing place to go.
3920,none,what do you think of the price of it ?,I'm told that it is open 24hrs which is good.
3921,positive,what do you think of the anecdotes of it ?,I'm told that it is open 24hrs which is good.
3922,none,what do you think of the food of it ?,I'm told that it is open 24hrs which is good.
3923,none,what do you think of the ambience of it ?,I'm told that it is open 24hrs which is good.
3924,none,what do you think of the service of it ?,I'm told that it is open 24hrs which is good.
3925,none,what do you think of the price of it ?,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!"
3926,none,what do you think of the anecdotes of it ?,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!"
3927,positive,what do you think of the food of it ?,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!"
3928,positive,what do you think of the ambience of it ?,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!"
3929,positive,what do you think of the service of it ?,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!"
3930,positive,what do you think of the price of it ?,The prices were fantastic.
3931,none,what do you think of the anecdotes of it ?,The prices were fantastic.
3932,none,what do you think of the food of it ?,The prices were fantastic.
3933,none,what do you think of the ambience of it ?,The prices were fantastic.
3934,none,what do you think of the service of it ?,The prices were fantastic.
3935,none,what do you think of the price of it ?,What a great place!
3936,positive,what do you think of the anecdotes of it ?,What a great place!
3937,none,what do you think of the food of it ?,What a great place!
3938,none,what do you think of the ambience of it ?,What a great place!
3939,none,what do you think of the service of it ?,What a great place!
3940,conflict,what do you think of the price of it ?,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house..."
3941,none,what do you think of the anecdotes of it ?,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house..."
3942,positive,what do you think of the food of it ?,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house..."
3943,none,what do you think of the ambience of it ?,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house..."
3944,none,what do you think of the service of it ?,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house..."
3945,none,what do you think of the price of it ?,"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy."
3946,none,what do you think of the anecdotes of it ?,"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy."
3947,none,what do you think of the food of it ?,"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy."
3948,none,what do you think of the ambience of it ?,"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy."
3949,conflict,what do you think of the service of it ?,"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy."
3950,none,what do you think of the price of it ?,"It's not mind-blowing, but to me, thai food never is and never will be."
3951,none,what do you think of the anecdotes of it ?,"It's not mind-blowing, but to me, thai food never is and never will be."
3952,neutral,what do you think of the food of it ?,"It's not mind-blowing, but to me, thai food never is and never will be."
3953,none,what do you think of the ambience of it ?,"It's not mind-blowing, but to me, thai food never is and never will be."
3954,none,what do you think of the service of it ?,"It's not mind-blowing, but to me, thai food never is and never will be."
3955,none,what do you think of the price of it ?,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience)."
3956,none,what do you think of the anecdotes of it ?,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience)."
3957,conflict,what do you think of the food of it ?,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience)."
3958,none,what do you think of the ambience of it ?,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience)."
3959,none,what do you think of the service of it ?,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience)."
3960,none,what do you think of the price of it ?,"Although, one night we went it was super cheesy, and another night it was less cheesy."
3961,none,what do you think of the anecdotes of it ?,"Although, one night we went it was super cheesy, and another night it was less cheesy."
3962,conflict,what do you think of the food of it ?,"Although, one night we went it was super cheesy, and another night it was less cheesy."
3963,none,what do you think of the ambience of it ?,"Although, one night we went it was super cheesy, and another night it was less cheesy."
3964,none,what do you think of the service of it ?,"Although, one night we went it was super cheesy, and another night it was less cheesy."
3965,none,what do you think of the price of it ?,"Even though it is a little loud, you don't have to yell at each other to talk."
3966,none,what do you think of the anecdotes of it ?,"Even though it is a little loud, you don't have to yell at each other to talk."
3967,none,what do you think of the food of it ?,"Even though it is a little loud, you don't have to yell at each other to talk."
3968,conflict,what do you think of the ambience of it ?,"Even though it is a little loud, you don't have to yell at each other to talk."
3969,none,what do you think of the service of it ?,"Even though it is a little loud, you don't have to yell at each other to talk."
3970,none,what do you think of the price of it ?,"i've been to sapphire twice and both times the food was fine, if not good."
3971,none,what do you think of the anecdotes of it ?,"i've been to sapphire twice and both times the food was fine, if not good."
3972,positive,what do you think of the food of it ?,"i've been to sapphire twice and both times the food was fine, if not good."
3973,none,what do you think of the ambience of it ?,"i've been to sapphire twice and both times the food was fine, if not good."
3974,none,what do you think of the service of it ?,"i've been to sapphire twice and both times the food was fine, if not good."
3975,none,what do you think of the price of it ?,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.
3976,none,what do you think of the anecdotes of it ?,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.
3977,none,what do you think of the food of it ?,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.
3978,conflict,what do you think of the ambience of it ?,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.
3979,none,what do you think of the service of it ?,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.
3980,none,what do you think of the price of it ?,Was surprisingly disappointed.
3981,negative,what do you think of the anecdotes of it ?,Was surprisingly disappointed.
3982,none,what do you think of the food of it ?,Was surprisingly disappointed.
3983,none,what do you think of the ambience of it ?,Was surprisingly disappointed.
3984,none,what do you think of the service of it ?,Was surprisingly disappointed.
3985,positive,what do you think of the price of it ?,I love the fact that the pizza tastes so good and is so cheap.
3986,none,what do you think of the anecdotes of it ?,I love the fact that the pizza tastes so good and is so cheap.
3987,positive,what do you think of the food of it ?,I love the fact that the pizza tastes so good and is so cheap.
3988,none,what do you think of the ambience of it ?,I love the fact that the pizza tastes so good and is so cheap.
3989,none,what do you think of the service of it ?,I love the fact that the pizza tastes so good and is so cheap.
3990,none,what do you think of the price of it ?,Nicky the Nose at the bar is a treat.
3991,none,what do you think of the anecdotes of it ?,Nicky the Nose at the bar is a treat.
3992,none,what do you think of the food of it ?,Nicky the Nose at the bar is a treat.
3993,none,what do you think of the ambience of it ?,Nicky the Nose at the bar is a treat.
3994,positive,what do you think of the service of it ?,Nicky the Nose at the bar is a treat.
3995,none,what do you think of the price of it ?,I went to Ruby Foo's after work with a group of 6.
3996,neutral,what do you think of the anecdotes of it ?,I went to Ruby Foo's after work with a group of 6.
3997,none,what do you think of the food of it ?,I went to Ruby Foo's after work with a group of 6.
3998,none,what do you think of the ambience of it ?,I went to Ruby Foo's after work with a group of 6.
3999,none,what do you think of the service of it ?,I went to Ruby Foo's after work with a group of 6.
4000,none,what do you think of the price of it ?,I'm amazed we haven't been kicked out of this place yet.
4001,neutral,what do you think of the anecdotes of it ?,I'm amazed we haven't been kicked out of this place yet.
4002,none,what do you think of the food of it ?,I'm amazed we haven't been kicked out of this place yet.
4003,none,what do you think of the ambience of it ?,I'm amazed we haven't been kicked out of this place yet.
4004,none,what do you think of the service of it ?,I'm amazed we haven't been kicked out of this place yet.
4005,none,what do you think of the price of it ?,"Service was prompt, friendly and great."
4006,none,what do you think of the anecdotes of it ?,"Service was prompt, friendly and great."
4007,none,what do you think of the food of it ?,"Service was prompt, friendly and great."
4008,none,what do you think of the ambience of it ?,"Service was prompt, friendly and great."
4009,positive,what do you think of the service of it ?,"Service was prompt, friendly and great."
4010,none,what do you think of the price of it ?,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil."
4011,none,what do you think of the anecdotes of it ?,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil."
4012,positive,what do you think of the food of it ?,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil."
4013,none,what do you think of the ambience of it ?,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil."
4014,none,what do you think of the service of it ?,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil."
4015,none,what do you think of the price of it ?,The sushi was awful!
4016,none,what do you think of the anecdotes of it ?,The sushi was awful!
4017,negative,what do you think of the food of it ?,The sushi was awful!
4018,none,what do you think of the ambience of it ?,The sushi was awful!
4019,none,what do you think of the service of it ?,The sushi was awful!
4020,none,what do you think of the price of it ?,Katz's has been a NYC original for over 100 years.
4021,positive,what do you think of the anecdotes of it ?,Katz's has been a NYC original for over 100 years.
4022,none,what do you think of the food of it ?,Katz's has been a NYC original for over 100 years.
4023,none,what do you think of the ambience of it ?,Katz's has been a NYC original for over 100 years.
4024,none,what do you think of the service of it ?,Katz's has been a NYC original for over 100 years.
4025,negative,what do you think of the price of it ?,You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.
4026,none,what do you think of the anecdotes of it ?,You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.
4027,none,what do you think of the food of it ?,You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.
4028,none,what do you think of the ambience of it ?,You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.
4029,none,what do you think of the service of it ?,You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.
4030,none,what do you think of the price of it ?,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience."
4031,none,what do you think of the anecdotes of it ?,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience."
4032,positive,what do you think of the food of it ?,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience."
4033,none,what do you think of the ambience of it ?,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience."
4034,none,what do you think of the service of it ?,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience."
4035,none,what do you think of the price of it ?,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.
4036,none,what do you think of the anecdotes of it ?,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.
4037,negative,what do you think of the food of it ?,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.
4038,none,what do you think of the ambience of it ?,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.
4039,none,what do you think of the service of it ?,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.
4040,none,what do you think of the price of it ?,"Late nite omelletes are not good here, there is no variety!"
4041,none,what do you think of the anecdotes of it ?,"Late nite omelletes are not good here, there is no variety!"
4042,negative,what do you think of the food of it ?,"Late nite omelletes are not good here, there is no variety!"
4043,none,what do you think of the ambience of it ?,"Late nite omelletes are not good here, there is no variety!"
4044,none,what do you think of the service of it ?,"Late nite omelletes are not good here, there is no variety!"
4045,none,what do you think of the price of it ?,Everything at Sala Thai is tasty and well-portioned.
4046,none,what do you think of the anecdotes of it ?,Everything at Sala Thai is tasty and well-portioned.
4047,positive,what do you think of the food of it ?,Everything at Sala Thai is tasty and well-portioned.
4048,none,what do you think of the ambience of it ?,Everything at Sala Thai is tasty and well-portioned.
4049,none,what do you think of the service of it ?,Everything at Sala Thai is tasty and well-portioned.
4050,none,what do you think of the price of it ?,"After all that, they complained to me about the small tip."
4051,none,what do you think of the anecdotes of it ?,"After all that, they complained to me about the small tip."
4052,none,what do you think of the food of it ?,"After all that, they complained to me about the small tip."
4053,none,what do you think of the ambience of it ?,"After all that, they complained to me about the small tip."
4054,negative,what do you think of the service of it ?,"After all that, they complained to me about the small tip."
4055,positive,what do you think of the price of it ?,It's a great place to pick up a cheap lunch or dinner.
4056,none,what do you think of the anecdotes of it ?,It's a great place to pick up a cheap lunch or dinner.
4057,none,what do you think of the food of it ?,It's a great place to pick up a cheap lunch or dinner.
4058,none,what do you think of the ambience of it ?,It's a great place to pick up a cheap lunch or dinner.
4059,none,what do you think of the service of it ?,It's a great place to pick up a cheap lunch or dinner.
4060,none,what do you think of the price of it ?,"Behind this counter, two men are squeezed in."
4061,none,what do you think of the anecdotes of it ?,"Behind this counter, two men are squeezed in."
4062,none,what do you think of the food of it ?,"Behind this counter, two men are squeezed in."
4063,negative,what do you think of the ambience of it ?,"Behind this counter, two men are squeezed in."
4064,none,what do you think of the service of it ?,"Behind this counter, two men are squeezed in."
4065,none,what do you think of the price of it ?,Great find!!!
4066,positive,what do you think of the anecdotes of it ?,Great find!!!
4067,none,what do you think of the food of it ?,Great find!!!
4068,none,what do you think of the ambience of it ?,Great find!!!
4069,none,what do you think of the service of it ?,Great find!!!
4070,none,what do you think of the price of it ?,"If only they delivered, they'd make a mint!"
4071,positive,what do you think of the anecdotes of it ?,"If only they delivered, they'd make a mint!"
4072,none,what do you think of the food of it ?,"If only they delivered, they'd make a mint!"
4073,none,what do you think of the ambience of it ?,"If only they delivered, they'd make a mint!"
4074,none,what do you think of the service of it ?,"If only they delivered, they'd make a mint!"
4075,none,what do you think of the price of it ?,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service."
4076,none,what do you think of the anecdotes of it ?,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service."
4077,positive,what do you think of the food of it ?,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service."
4078,none,what do you think of the ambience of it ?,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service."
4079,positive,what do you think of the service of it ?,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service."
4080,none,what do you think of the price of it ?,"Our waitress was sweet and accomodating, not overbearing."
4081,none,what do you think of the anecdotes of it ?,"Our waitress was sweet and accomodating, not overbearing."
4082,none,what do you think of the food of it ?,"Our waitress was sweet and accomodating, not overbearing."
4083,none,what do you think of the ambience of it ?,"Our waitress was sweet and accomodating, not overbearing."
4084,positive,what do you think of the service of it ?,"Our waitress was sweet and accomodating, not overbearing."
4085,none,what do you think of the price of it ?,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.
4086,none,what do you think of the anecdotes of it ?,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.
4087,none,what do you think of the food of it ?,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.
4088,none,what do you think of the ambience of it ?,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.
4089,negative,what do you think of the service of it ?,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.
4090,none,what do you think of the price of it ?,I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.
4091,negative,what do you think of the anecdotes of it ?,I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.
4092,none,what do you think of the food of it ?,I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.
4093,none,what do you think of the ambience of it ?,I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.
4094,none,what do you think of the service of it ?,I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.
4095,none,what do you think of the price of it ?,The website and rating makes this place look wonderful but in reality it was very disappointing.
4096,conflict,what do you think of the anecdotes of it ?,The website and rating makes this place look wonderful but in reality it was very disappointing.
4097,none,what do you think of the food of it ?,The website and rating makes this place look wonderful but in reality it was very disappointing.
4098,conflict,what do you think of the ambience of it ?,The website and rating makes this place look wonderful but in reality it was very disappointing.
4099,none,what do you think of the service of it ?,The website and rating makes this place look wonderful but in reality it was very disappointing.
4100,none,what do you think of the price of it ?,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art."
4101,none,what do you think of the anecdotes of it ?,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art."
4102,conflict,what do you think of the food of it ?,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art."
4103,none,what do you think of the ambience of it ?,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art."
4104,none,what do you think of the service of it ?,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art."
4105,none,what do you think of the price of it ?,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.
4106,none,what do you think of the anecdotes of it ?,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.
4107,none,what do you think of the food of it ?,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.
4108,positive,what do you think of the ambience of it ?,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.
