id,text_a,label
355,"YORK , England 1996-08-22","['NNP', ',', 'NNP', 'CD']"
356,"Sir Mark Prescott landed his first group one victory in 25 years as a trainer when his top sprinter Pivotal , a 100-30 chance , won the Nunthorpe Stakes on Thursday .","['NNP', 'NNP', 'NNP', 'VBD', 'PRP$', 'JJ', 'NN', 'CD', 'NN', 'IN', 'CD', 'NNS', 'IN', 'DT', 'NN', 'WRB', 'PRP$', 'JJ', 'NN', 'NNP', ',', 'DT', 'JJ', 'NN', ',', 'VBD', 'DT', 'NNP', 'NNPS', 'IN', 'NNP', '.']"
357,"The three-year-old , partnered by veteran George Duffield , snatched a short head verdict in the last stride to deny Eveningperformance ( 16-1 ) , trained by Henry Candy and ridden by Chris Rutter .","['DT', 'JJ', ',', 'VBN', 'IN', 'JJ', 'NNP', 'NNP', ',', 'VBD', 'DT', 'JJ', 'NN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'TO', 'VB', 'NN', '(', 'CD', ')', ',', 'VBN', 'IN', 'JJ', 'NN', 'CC', 'VBN', 'IN', 'NNP', 'NNP', '.']"
358,"Hever Golf Rose ( 11-4 ) , last year 's Prix de l ' Abbaye winner at Longchamp , finished third , a further one and a quarter lengths away with the 7-4 favourite Mind Games in fourth .","['NNP', 'NNP', 'NNP', '(', 'CD', ')', ',', 'JJ', 'NN', 'POS', 'NNP', 'NNP', 'NN', ""''"", 'NNP', 'NN', 'IN', 'NNP', ',', 'VBD', 'JJ', ',', 'DT', 'JJ', 'CD', 'CC', 'DT', 'NN', 'NNS', 'RB', 'IN', 'DT', 'JJ', 'NN', 'VB', 'NNPS', 'IN', 'JJ', '.']"
359,"Pivotal , a Royal Ascot winner in June , may now be aimed at this season 's Abbaye , Europe 's top sprint race .","['JJ', ',', 'DT', 'NNP', 'NNP', 'NN', 'IN', 'NNP', ',', 'MD', 'RB', 'VB', 'VBN', 'IN', 'DT', 'NN', 'POS', 'NNP', ',', 'NNP', 'POS', 'JJ', 'JJ', 'NN', '.']"
360,"Prescott , reluctant to go into the winner 's enclosure until the result of the photo-finish was announced , said : "" Twenty-five years and I have never been there so I thought I had better wait a bit longer . ""","['NNP', ',', 'JJ', 'TO', 'VB', 'IN', 'DT', 'NN', 'POS', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'VBD', 'VBN', ',', 'VBD', ':', '""', 'CD', 'NNS', 'CC', 'PRP', 'VBP', 'RB', 'VBN', 'RB', 'IN', 'PRP', 'VBD', 'PRP', 'VBD', 'RB', 'VB', 'DT', 'NN', 'RB', '.', '""']"
361,"He added : "" It 's very sad to beat Henry Candy because I am godfather to his daughter . ""","['PRP', 'VBD', ':', '""', 'PRP', 'VBZ', 'RB', 'JJ', 'TO', 'VB', 'NNP', 'NN', 'IN', 'PRP', 'VBP', 'NN', 'TO', 'PRP$', 'NN', '.', '""']"
362,"Like Prescott , Jack Berry , trainer of Mind Games , had gone into Thursday 's race in search of a first group one success after many years around the top of his profession .","['IN', 'NNP', ',', 'NNP', 'NNP', ',', 'NN', 'IN', 'VB', 'NNPS', ',', 'VBD', 'VBN', 'IN', 'NNP', 'POS', 'NN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'CD', 'NN', 'IN', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'IN', 'PRP$', 'NN', '.']"
363,"Berry said : "" I`m disappointed but I do n't feel suicidal .","['NNP', 'VBD', ':', '""', 'FW', 'VBN', 'CC', 'PRP', 'VBP', 'RB', 'VB', 'JJ', '.']"
364,"He ( Mind Games ) was going as well as any of them one and a half furlongs ( 300 metres ) out but he just did n't quicken . ""","['PRP', '(', 'VB', 'NNPS', ')', 'VBD', 'VBG', 'RB', 'RB', 'IN', 'DT', 'IN', 'PRP', 'CD', 'CC', 'DT', 'NN', 'NNS', '(', 'CD', 'NNS', ')', 'IN', 'CC', 'PRP', 'RB', 'VBD', 'RB', 'VB', '.', '""']"
365,HORSE RACING - NUNTHORPE STAKES RESULTS .,"['NNP', 'NNP', ':', 'NNP', 'NNP', 'NNS', '.']"
366,"YORK , England 1996-08-22","['NNP', ',', 'NNP', 'CD']"
367,"Result of the Nunthorpe Stakes , a group one race for two-year-olds and upwards , run over five furlongs ( 1 km ) on Thursday :","['NN', 'IN', 'DT', 'NNP', 'NNP', ',', 'DT', 'NN', 'CD', 'NN', 'IN', 'NNS', 'CC', 'RB', ',', 'VB', 'IN', 'CD', 'NNS', '(', 'CD', 'NN', ')', 'IN', 'NNP', ':']"
368,1. Pivotal 100-30 ( ridden by George Duffield ),"['CD', 'NNP', 'CD', '(', 'VBN', 'IN', 'NNP', 'NNP', ')']"
369,2. Eveningperformance 16-1 ( Chris Rutter ),"['CD', 'NN', 'NNP', '(', 'NNP', 'NNP', ')']"
370,3. Hever Golf Rose 11-4 ( Jason Weaver ),"['NNP', 'NNP', 'NNP', 'NNP', 'NNP', '(', 'NNP', 'NNP', ')']"
371,Eight ran .,"['CD', 'VBD', '.']"
372,Favourite : Mind Games ( 7-4 ) finished 4th,"['NNP', ':', 'VB', 'NNPS', '(', 'CD', ')', 'VBD', 'JJ']"
373,"Distances : a short head , 1-1/4 lengths .","['NNS', ':', 'DT', 'JJ', 'NN', ',', 'CD', 'NNS', '.']"
374,Winner owned by the Cheveley Park Stud and trained by Sir,"['NNP', 'VBN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'CC', 'VBN', 'IN', 'NNP']"
375,Mark Prescott at Newmarket .,"['NNP', 'NNP', 'IN', 'NNP', '.']"
376,"Value to winner : 72,464 pounds sterling ( $ 112,200 )","['NN', 'TO', 'NN', ':', 'CD', 'NNS', 'NN', '(', '$', 'CD', ')']"
377,TENNIS - RESULTS AT TOSHIBA CLASSIC .,"['NNS', ':', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
378,"CARLSBAD , California 1996-08-21","['NNP', ',', 'NNP', 'NNP']"
379,Results from the,"['NNS', 'IN', 'DT']"
380,"$ 450,000 Toshiba Classic tennis tournament on Wednesday","['$', 'CD', 'NNP', 'NNP', 'NN', 'NN', 'IN', 'NNP']"
381,( prefix number denotes seeding ) :,"['(', 'JJ', 'NN', 'VBZ', 'NN', ')', ':']"
382,Second round,"['JJ', 'NN']"
383,1 - Arantxa Sanchez Vicario ( Spain ) beat Naoko Kijimuta ( Japan ),"['CD', ':', 'NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'VB', 'NNP', 'NNP', '(', 'NNP', ')']"
384,1-6 6-4 6-3,"['CD', 'CD', 'CD']"
385,4 - Kimiko Date ( Japan ) beat Yone Kamio ( Japan ) 6-2 7-5,"['CD', ':', 'NNP', 'NNP', '(', 'NNP', ')', 'VB', 'NNP', 'NNP', '(', 'NNP', ')', 'CD', 'CD']"
386,Sandrine Testud ( France ) beat 7 - Ai Sugiyama ( Japan ) 6-3 4-6,"['NNP', 'NNP', '(', 'NNP', ')', 'VB', 'CD', ':', 'VBZ', 'NNP', '(', 'NNP', ')', 'CD', 'JJ']"
387,6-4,['CD']
388,8 - Nathalie Tauziat ( France ) beat Shi-Ting Wang ( Taiwan ) 6-4,"['CD', ':', 'NNP', 'NNP', '(', 'NNP', ')', 'VB', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
389,6-2,['CD']
390,TENNIS - RESULTS AT HAMLET CUP .,"['NNS', ':', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
391,"COMMACK , New York 1996-08-21","['NNP', ',', 'NNP', 'NNP', 'NNP']"
392,Results from the,"['NNS', 'IN', 'DT']"
393,Waldbaum Hamlet Cup tennis tournament on Wednesday ( prefix,"['NNP', 'NNP', 'NNP', 'NN', 'NN', 'IN', 'NNP', '(', 'NN']"
394,number denotes seeding ) :,"['NN', 'VBZ', 'NN', ')', ':']"
395,Second round,"['JJ', 'NN']"
396,1 - Michael Chang ( U.S. ) beat Sergi Bruguera ( Spain ) 6-3 6-2,"['CD', ':', 'NNP', 'NNP', '(', 'NNP', ')', 'VB', 'NNP', 'NNP', '(', 'NNP', ')', 'CD', 'CD']"
397,Michael Joyce ( U.S. ) beat 3 - Richey Reneberg ( U.S. ) 3-6 6-4,"['NNP', 'NNP', '(', 'NNP', ')', 'VB', 'CD', ':', 'NNP', 'NNP', '(', 'NNP', ')', 'CD', 'CD']"
398,6-3,['CD']
399,Martin Damm ( Czech Republic ) beat 6 - Younes El Aynaoui,"['NNP', 'NNP', '(', 'NNP', 'NNP', ')', 'VB', 'CD', ':', 'NNP', 'NNP', 'NNP']"
400,( Morocco ) 5-7 6-3 3-0 retired,"['(', 'NNP', ')', 'CD', 'CD', 'CD', 'JJ']"
401,Karol Kucera ( Slovakia ) beat Hicham Arazi ( Morocco ) 7-6 ( 7-4 ),"['NNP', 'NNP', '(', 'NNP', ')', 'VB', 'NNP', 'NNP', '(', 'NNP', ')', 'CD', '(', 'CD', ')']"
402,7-5,['CD']
403,SOCCER - DALGLISH SAD OVER BLACKBURN PARTING .,"['NN', ':', 'NNP', 'VBD', 'IN', 'NNP', 'NNP', '.']"
404,LONDON 1996-08-22,"['NNP', 'CD']"
405,"Kenny Dalglish spoke on Thursday of his sadness at leaving Blackburn , the club he led to the English premier league title in 1994-95 .","['NNP', 'NNP', 'VBD', 'IN', 'NNP', 'IN', 'PRP$', 'NN', 'IN', 'VBG', 'NNP', ',', 'DT', 'NN', 'PRP', 'VBD', 'TO', 'DT', 'JJ', 'JJ', 'NN', 'NN', 'IN', 'CD', '.']"
406,Blackburn announced on Wednesday they and Dalglish had parted by mutual consent .,"['VBN', 'VBN', 'IN', 'NNP', 'PRP', 'CC', 'NNP', 'VBD', 'VBN', 'IN', 'JJ', 'NN', '.']"
407,"But the ex-manager confessed on Thursday to being "" sad "" at leaving after taking Blackburn from the second division to the premier league title inside three and a half years .","['CC', 'DT', 'NN', 'VBD', 'IN', 'NNP', 'TO', 'VBG', '""', 'JJ', '""', 'IN', 'VBG', 'IN', 'VBG', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'TO', 'DT', 'JJ', 'NN', 'NN', 'IN', 'CD', 'CC', 'DT', 'NN', 'NNS', '.']"
408,"In a telephone call to a local newspaper from his holiday home in Spain , Dalglish said : "" We came to the same opinion , albeit the club came to it a little bit earlier than me . ""","['IN', 'DT', 'NN', 'NN', 'TO', 'DT', 'JJ', 'NN', 'IN', 'PRP$', 'NN', 'NN', 'IN', 'NNP', ',', 'NNP', 'VBD', ':', '""', 'PRP', 'VBD', 'TO', 'DT', 'JJ', 'NN', ',', 'IN', 'DT', 'NN', 'VBD', 'TO', 'PRP', 'DT', 'JJ', 'NN', 'RBR', 'IN', 'PRP', '.', '""']"
409,"He added : "" If no one asked , I never opened my mouth .","['PRP', 'VBD', ':', '""', 'IN', 'DT', 'NN', 'VBD', ',', 'PRP', 'RB', 'VBD', 'PRP$', 'NN', '.']"
410,I have stayed out of the way and let them get on with the job .,"['PRP', 'VBP', 'VBN', 'IN', 'IN', 'DT', 'NN', 'CC', 'VB', 'PRP', 'VBP', 'RP', 'IN', 'DT', 'NN', '.']"
411,"The club thought it ( the job ) had run its course and I came to the same conclusion . ""","['DT', 'NN', 'VBD', 'PRP', '(', 'DT', 'NN', ')', 'VBD', 'VBN', 'PRP$', 'NN', 'CC', 'PRP', 'VBD', 'TO', 'DT', 'JJ', 'NN', '.', '""']"
412,"Dalglish had been with Blackburn for nearly five years , first as manager and then , for the past 15 months , as director of football .","['JJ', 'VBD', 'VBN', 'IN', 'NNP', 'IN', 'RB', 'CD', 'NNS', ',', 'JJ', 'IN', 'NN', 'CC', 'RB', ',', 'IN', 'DT', 'JJ', 'CD', 'NNS', ',', 'IN', 'NN', 'IN', 'NN', '.']"
413,CRICKET - ENGLISH COUNTY CHAMPIONSHIP SCORES .,"['NNP', ':', 'JJ', 'NNS', 'WDT', 'NNP', '.']"
414,LONDON 1996-08-22,"['NNP', 'CD']"
415,Close of play scores in four-day,"['JJ', 'IN', 'NN', 'NNS', 'IN', 'JJ']"
416,English County Championship cricket matches on Thursday :,"['NNP', 'NNP', 'NNP', 'NN', 'NNS', 'IN', 'NNP', ':']"
417,Second day,"['JJ', 'NN']"
418,"At Weston-super-Mare : Durham 326 ( D. Cox 95 not out ,","['IN', 'NNP', ':', 'NNP', 'CD', '(', 'NNP', 'NNP', 'CD', 'RB', 'RP', ',']"
419,S. Campbell 69 ; G. Rose 7-73 ) .,"['NNP', 'NNP', 'CD', ':', 'NNP', 'NNP', 'CD', ')', '.']"
420,Somerset 236-4 ( M. Lathwell 85 ) .,"['NNP', 'CD', '(', 'NNP', 'NNP', 'CD', ')', '.']"
421,Firsy day,"['RB', 'NN']"
422,"At Colchester : Gloucestershire 280 ( J. Russell 63 , A. Symonds","['IN', 'NNP', ':', 'VB', 'CD', '(', 'NNP', 'NNP', 'CD', ',', 'NNP', 'NNP']"
423,52 ; A. Cowan 5-68 ) .,"['CD', ':', 'NNP', 'NNP', 'CD', ')', '.']"
424,Essex 72-0 .,"['NNP', 'NNP', '.']"
425,"At Cardiff : Kent 128-1 ( M. Walker 59 , D. Fulton 53 not out ) v","['IN', 'NNP', ':', 'NNP', 'NNP', '(', 'NNP', 'NNP', 'CD', ',', 'NNP', 'NNP', 'CD', 'RB', 'RP', ')', 'SYM']"
426,Glamorgan .,"['UH', '.']"
427,"At Leicester : Leicestershire 343-8 ( P. Simmons 108 , P. Nixon","['IN', 'NNP', ':', 'VB', 'CD', '(', 'NNP', 'NNP', 'CD', ',', 'NNP', 'NNP']"
428,67 not out ) v Hampshire .,"['CD', 'RB', 'RP', ')', 'FW', 'NNP', '.']"
429,"At Northampton : Sussex 368-7 ( N. Lenham 145 , V. Drakes 59 not","['IN', 'NNP', ':', 'NNP', 'CD', '(', 'NNP', 'NNP', 'CD', ',', 'NNP', 'NNP', 'CD', 'RB']"
430,"out , A. Wells 51 ) v Northamptonshire .","['RP', ',', 'NNP', 'NNP', 'CD', ')', 'JJ', 'NNP', '.']"
431,At Trent Bridge : Nottinghamshire 392-6 ( G. Archer 143 not,"['IN', 'NNP', 'NNP', ':', 'NNP', 'CD', '(', 'NNP', 'NNP', 'CD', 'RB']"
432,"out , M. Dowman 107 ) v Surrey .","['RP', ',', 'NNP', 'NNP', 'CD', ')', 'FW', 'NNP', '.']"
433,"At Worcester : Warwickshire 255-9 ( A. Giles 57 not out , W. Khan","['IN', 'NNP', ':', 'VB', 'CD', '(', 'NNP', 'NNP', 'CD', 'RB', 'RP', ',', 'NNP', 'NNP']"
434,52 ) v Worcestershire .,"['LS', ')', 'JJ', 'NNP', '.']"
435,"At Headingley : Yorkshire 305-5 ( C. White 66 not out , M. Moxon","['IN', 'NNP', ':', 'NNP', 'CD', '(', 'NNP', 'NNP', 'CD', 'RB', 'RP', ',', 'NNP', 'NNP']"
436,"66 , M. Vaughan 57 ) v Lancashire .","['CD', ',', 'NNP', 'NNP', 'CD', ')', 'JJ', 'NN', '.']"
437,CRICKET - ENGLAND V PAKISTAN FINAL TEST SCOREBOARD .,"['NNP', ':', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
438,LONDON 1996-08-22,"['NNP', 'CD']"
439,Scoreboard on the first day of the,"['RB', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT']"
440,third and final test between England and Pakistan at The Oval on,"['JJ', 'CC', 'JJ', 'NN', 'IN', 'NNP', 'CC', 'NNP', 'IN', 'DT', 'JJ', 'IN']"
441,Thursday :,"['NNP', ':']"
442,England first innings,"['NNP', 'RB', 'NN']"
443,M. Atherton b Waqar Younis 31,"['NNP', 'NNP', 'SYM', 'NNP', 'NNP', 'CD']"
444,A. Stewart b Mushtaq Ahmed 44,"['NNP', 'NNP', 'SYM', 'NNP', 'NNP', 'CD']"
445,N. Hussain c Saeed Anwar b Waqar Younis 12,"['NNP', 'NNP', 'SYM', 'NNP', 'NNP', 'SYM', 'NNP', 'NNP', 'CD']"
446,G. Thorpe lbw b Mohammad Akram 54,"['NNP', 'NNP', 'NN', 'SYM', 'NNP', 'NNP', 'CD']"
447,J. Crawley not out 94,"['NNP', 'NNP', 'RB', 'IN', 'CD']"
448,N. Knight b Mushtaq Ahmed 17,"['NNP', 'NNP', 'SYM', 'NNP', 'NNP', 'CD']"
449,C. Lewis b Wasim Akram 5,"['NNP', 'NNP', 'SYM', 'NNP', 'NNP', 'CD']"
450,I. Salisbury not out 1,"['NNP', 'NNP', 'RB', 'IN', 'CD']"
451,Extras ( lb-11 w-1 nb-8 ) 20,"['NNS', '(', 'CD', 'JJ', 'CD', ')', 'CD']"
452,Total ( for six wickets ) 278,"['JJ', '(', 'IN', 'CD', 'NNS', ')', 'CD']"
453,Fall of wickets : 1-64 2-85 3-116 4-205 5-248 6-273,"['NN', 'IN', 'NN', ':', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD']"
454,"To bat : R. Croft , D. Cork , A. Mullally","['TO', 'VB', ':', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP']"
455,"Bowling ( to date ) : Wasim Akram 25-8-61-1 , Waqar Younis","['NNP', '(', 'TO', 'VB', ')', ':', 'NNP', 'NNP', 'CD', ',', 'NNP', 'NNP']"
456,"20-6-70-2 , Mohammad Akram 12-1-41-1 , Mushtaq Ahmed 27-5-78-2 ,","['CD', ',', 'NNP', 'NNP', 'CD', ',', 'NNP', 'NNP', 'CD', ',']"
457,Aamir Sohail 6-1-17-0,"['NNP', 'NNP', 'CD']"
458,"Pakistan : Aamir Sohail , Saeed Anwar , Ijaz Ahmed ,","['NNP', ':', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',']"
459,"Inzamam-ul-Haq , Salim Malik , Asif Mujtaba , Wasim Akram , Moin","['NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP']"
460,"Khan , Mushtaq Ahmed , Waqar Younis , Mohammad Akam","['NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'NNP', 'NNP']"
461,SOCCER - FERGUSON BACK IN SCOTTISH SQUAD AFTER 20 MONTHS .,"['NN', ':', 'NNP', 'NNP', 'IN', 'JJ', 'JJ', 'NN', 'CD', 'NNP', '.']"
462,GLASGOW 1996-08-22,"['NNP', 'CD']"
463,"Everton 's Duncan Ferguson , who scored twice against Manchester United on Wednesday , was picked on Thursday for the Scottish squad after a 20-month exile .","['NNP', 'POS', 'NNP', 'NNP', ',', 'WP', 'VBD', 'RB', 'IN', 'NNP', 'NNP', 'IN', 'NNP', ',', 'VBD', 'VBN', 'IN', 'NNP', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']"
464,"Glasgow Rangers striker Ally McCoist , another man in form after two hat-tricks in four days , was also named for the August 31 World Cup qualifier against Austria in Vienna .","['NNP', 'NNPS', 'NN', 'NNP', 'NNP', ',', 'DT', 'NN', 'IN', 'NN', 'IN', 'CD', 'NNS', 'IN', 'CD', 'NNS', ',', 'VBD', 'RB', 'VBN', 'IN', 'DT', 'NNP', 'CD', 'NNP', 'NNP', 'NN', 'IN', 'NNP', 'IN', 'NNP', '.']"
465,"Ferguson , who served six weeks in jail in late 1995 for head-butting an opponent , won the last of his five Scotland caps in December 1994 .","['NNP', ',', 'WP', 'VBD', 'CD', 'NNS', 'IN', 'NN', 'IN', 'RB', 'CD', 'IN', 'JJ', 'DT', 'NN', ',', 'VBD', 'DT', 'JJ', 'IN', 'PRP$', 'CD', 'NNP', 'NNS', 'IN', 'NNP', 'CD', '.']"
466,"Scotland manager Craig Brown said on Thursday : "" I 've watched Duncan Ferguson in action twice recently and he 's bang in form .","['NNP', 'NN', 'NNP', 'NNP', 'VBD', 'IN', 'NNP', ':', '""', 'PRP', 'VBP', 'VBN', 'NNP', 'NNP', 'IN', 'NN', 'RB', 'RB', 'CC', 'PRP', 'VBZ', 'NN', 'IN', 'NN', '.']"
467,"Ally McCoist is also in great scoring form at the moment . ""","['RB', 'NNP', 'VBZ', 'RB', 'IN', 'JJ', 'NN', 'NN', 'IN', 'DT', 'NN', '.', '""']"
468,"Celtic 's Jackie McNamara , who did well with last season 's successful under-21 team , earns a call-up to the senior squad .","['NNP', 'POS', 'NNP', 'NNP', ',', 'WP', 'VBD', 'RB', 'IN', 'JJ', 'NN', 'POS', 'JJ', 'CD', 'NN', ',', 'VBZ', 'DT', 'NN', 'TO', 'DT', 'JJ', 'NN', '.']"
469,CRICKET - ENGLAND 100-2 AT LUNCH ON FIRST DAY OF THIRD TEST .,"['NNP', ':', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'NN', '.']"
470,LONDON 1996-08-22,"['NNP', 'CD']"
471,England were 100 for two at lunch on the first day of the third and final test against Pakistan at The Oval on Thursday .,"['NNP', 'VBD', 'CD', 'IN', 'CD', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'CC', 'JJ', 'NN', 'IN', 'NNP', 'IN', 'DT', 'JJ', 'IN', 'NNP', '.']"
472,SOCCER - KEANE SIGNS FOUR-YEAR CONTRACT WITH MANCHESTER UNITED .,"['NN', ':', 'NNP', 'NNP', 'NNP', 'NN', 'IN', 'NNP', 'NNP', '.']"
473,LONDON 1996-08-22,"['NNP', 'CD']"
474,Ireland midfielder Roy Keane has signed a new four-year contract with English league and F.A. Cup champions Manchester United .,"['NNP', 'NN', 'NNP', 'NNP', 'VBZ', 'VBN', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'JJ', 'NN', 'CC', 'NNP', 'NNP', 'VBZ', 'NNP', 'NNP', '.']"
475,""" Roy agreed a new deal before last night 's game against Everton and we are delighted , "" said United manager Alex Ferguson on Thursday .","['""', 'NNP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'JJ', 'NN', 'POS', 'NN', 'IN', 'NNP', 'CC', 'PRP', 'VBP', 'VBN', ',', '""', 'VBD', 'NNP', 'NN', 'NNP', 'NNP', 'IN', 'NNP', '.']"
476,TENNIS - RESULTS AT CANADIAN OPEN .,"['NNS', ':', 'NNP', 'NNP', 'JJ', 'RP', '.']"
477,TORONTO 1996-08-21,"['TO', 'NNP']"
478,Results from the Canadian Open,"['NNS', 'IN', 'DT', 'NNP', 'NNP']"
479,tennis tournament on Wednesday ( prefix number denotes,"['NN', 'NN', 'IN', 'NNP', '(', 'JJ', 'NN', 'NNS']"
480,seeding ) :,"['VBG', ')', ':']"
481,Second round,"['JJ', 'NN']"
482,Daniel Nestor ( Canada ) beat 1 - Thomas Muster ( Austria ) 6-3 7-5,"['NNP', 'NNP', '(', 'NNP', ')', 'VB', 'CD', ':', 'NNP', 'NNP', '(', 'NNP', ')', 'CD', 'CD']"
483,Mikael Tillstrom ( Sweden ) beat 2 - Goran Ivanisevic ( Croatia ),"['NNP', 'NNP', '(', 'NNP', ')', 'VB', 'CD', ':', 'NNP', 'NNP', '(', 'NNP', ')']"
484,6-7 ( 3-7 ) 6-4 6-4,"['JJ', '(', 'CD', ')', 'CD', 'CD']"
485,3 - Wayne Ferreira ( South Africa ) beat Jiri Novak ( Czech,"['CD', ':', 'NNP', 'NNP', '(', 'NNP', 'NNP', ')', 'VB', 'NNP', 'NNP', '(', 'JJ']"
486,Republic ) 7-5 6-3,"['NNP', ')', 'CD', 'CD']"
487,4 - Marcelo Rios ( Chile ) beat Kenneth Carlsen ( Denmark ) 6-3 6-2,"['CD', ':', 'NNP', 'NNP', '(', 'NNP', ')', 'VB', 'NNP', 'NNP', '(', 'NNP', ')', 'CD', 'CD']"
488,6 - MaliVai Washington ( U.S. ) beat Alex Corretja ( Spain ) 6-4,"['CD', ':', 'NNP', 'NNP', '(', 'NNP', ')', 'VB', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
489,6-2,['CD']
490,7 - Todd Martin ( U.S. ) beat Renzo Furlan ( Italy ) 7-6 ( 7-3 ) 6-3,"['CD', ':', 'NNP', 'NNP', '(', 'NNP', ')', 'VB', 'NNP', 'NNP', '(', 'NNP', ')', 'CD', '(', 'CD', ')', 'CD']"
491,Mark Philippoussis ( Australia ) beat 8 - Marc Rosset,"['NNP', 'NNP', '(', 'NNP', ')', 'VB', 'CD', ':', 'NNP', 'NNP']"
492,( Switzerland ) 6-3 3-6 7-6 ( 8-6 ),"['(', 'NNP', ')', 'CD', 'CD', 'CD', '(', 'CD', ')']"
493,9 - Cedric Pioline ( France ) beat Gregory Carraz ( France ) 7-6,"['CD', ':', 'NNP', 'NNP', '(', 'NNP', ')', 'VB', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
494,( 7-1 ) 6-4,"['(', 'CD', ')', 'CD']"
495,Patrick Rafter ( Australia ) beat 11 - Alberto Berasategui,"['NNP', 'NNP', '(', 'NNP', ')', 'VB', 'CD', ':', 'NNP', 'NNP']"
496,( Spain ) 6-1 6-2,"['(', 'NNP', ')', 'JJ', 'CD']"
497,Petr Korda ( Czech Republic ) beat 12 - Francisco Clavet ( Spain ),"['IN', 'NNP', '(', 'NNP', 'NNP', ')', 'VB', 'CD', ':', 'NNP', 'NNP', '(', 'NNP', ')']"
498,6-3 6-4,"['CD', 'CD']"
499,Daniel Vacek ( Czech Republic ) beat 13 - Jason Stoltenberg,"['NNP', 'NNP', '(', 'NNP', 'NNP', ')', 'VB', 'CD', ':', 'NNP', 'NNP']"
500,( Australia ) 5-7 7-6 ( 7-1 ) 7-6 ( 13-11 ),"['(', 'NNP', ')', 'CD', 'CD', '(', 'CD', ')', 'CD', '(', 'CD', ')']"
501,Todd Woodbridge ( Australia beat Sebastien Lareau ( Canada ) 6-3,"['NNP', 'NNP', '(', 'NNP', 'VBD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
502,1-6 6-3,"['CD', 'CD']"
503,Alex O'Brien ( U.S. ) beat Byron Black ( Zimbabwe ) 7-6 ( 7-2 ) 6-2,"['NNP', 'NNP', '(', 'NNP', ')', 'VB', 'NNP', 'NNP', '(', 'NNP', ')', 'CD', '(', 'CD', ')', 'CD']"
504,Bohdan Ulihrach ( Czech Republic ) beat Andrea Gaudenzi ( Italy ),"['NNP', 'NNP', '(', 'NNP', 'NNP', ')', 'VB', 'NNP', 'NNP', '(', 'NNP', ')']"
505,6-3 4-6 6-1,"['CD', 'JJ', 'CD']"
506,"Tim Henman ( Britain ) beat Chris Woodruff ( U.S. ) , walkover","['NNP', 'NNP', '(', 'NNP', ')', 'VB', 'NNP', 'NNP', '(', 'NNP', ')', ',', 'WP']"
507,CRICKET - MILLNS SIGNS FOR BOLAND .,"['NNP', ':', 'NNP', 'NNP', 'IN', 'NNP', '.']"
508,CAPE TOWN 1996-08-22,"['NNP', 'NNP', 'CD']"
509,South African provincial side Boland said on Thursday they had signed Leicestershire fast bowler David Millns on a one year contract .,"['JJ', 'JJ', 'JJ', 'NN', 'NNP', 'VBD', 'IN', 'NNP', 'PRP', 'VBD', 'VBN', 'NNP', 'JJ', 'NN', 'NNP', 'NNP', 'IN', 'DT', 'CD', 'NN', 'NN', '.']"
510,"Millns , who toured Australia with England A in 1992/93 , replaces former England all-rounder Phillip DeFreitas as Boland 's overseas professional .","['NNP', ',', 'WP', 'VBD', 'NNP', 'IN', 'NNP', 'NNP', 'IN', 'CD', ',', 'VBZ', 'JJ', 'NNP', 'NN', 'NNP', 'NNP', 'IN', 'NNP', 'POS', 'JJ', 'NN', '.']"
511,SOCCER - EUROPEAN CUP WINNERS ' CUP RESULTS .,"['NN', ':', 'JJ', 'RP', 'NNS', 'POS', 'NNP', 'NNS', '.']"
512,TIRANA 1996-08-22,"['NNP', 'CD']"
